text
pq toda forms do ifsc é simplesmente fodastica,pq toda forms do ifsc é simplesmente fodastica
@choquei @eixopolitico KAKAKAKAKAK resumindo não vai ter um estudante no ifc,@choquei @eixopolitico KAKAKAKAKAK resumindo não vai ter um estudante no ifc
@vicosta_03 Mentira  que no ifc ninguém faz vídeo,@vicosta_03 Mentira  que no ifc ninguém faz vídeo
N é por nd mas nosso time de lol vai amassa no ifsc,N é por nd mas nosso time de lol vai amassa no ifsc
@duduusmtt Merda n vou poder mais entrar no ifsc,@duduusmtt Merda n vou poder mais entrar no ifsc
@choquei @eixopolitico Eu estudo no IFPR e apoio a decisão,@choquei @eixopolitico Eu estudo no IFPR e apoio a decisão
pq q o TOMÉ ta no ifsc mn,pq q o TOMÉ ta no ifsc mn
Na minha época não sobrava um aluno no IFSC,Na minha época não sobrava um aluno no IFSC
Você já ouviu falar que temos um polo de inovação aqui no IFSC? Ou que temos uma Unidade Embrapii? Não faz ideia do que estamos falando ou achava que era tudo a mesma coisa? Pois o post do Blog do IFSC desta semana chegou para esclarecer tudo isso -&gt; https://t. co/6QHILbIi7H https://t. co/4IkPQKy5CA,Você já ouviu falar que temos um polo de inovação aqui no IFSC? Ou que temos uma Unidade Embrapii? Não faz ideia do que estamos falando ou achava que era tudo a mesma coisa? Pois o post do Blog do IFSC desta semana chegou para esclarecer tudo isso -&gt; https://t. co/6QHILbIi7H https://t. co/4IkPQKy5CA
Vamos dormir no IFSUL de Pelotas que resenha que vai ser kkkkkk,Vamos dormir no IFSUL de Pelotas que resenha que vai ser kkkkkk
to muito fudida sem o big no ifsc  pra qm q eu vou pedir conselho quando minha vida estiver de cabeça p baixo? com qm q eu vou desabafar sobre minhas decepções amorosas? com qm q eu vou rachar um cafézinho no meio da tarde??????,to muito fudida sem o big no ifsc  pra qm q eu vou pedir conselho quando minha vida estiver de cabeça p baixo? com qm q eu vou desabafar sobre minhas decepções amorosas? com qm q eu vou rachar um cafézinho no meio da tarde??????
quinta feira 21:39 estou no IFSC aguardando a reuniao das 22h fazendo slide igual maluka sendo q poderia estar com bob gato titi gato tomando tampico e vendo o meiras pensando como raphael veiga poderia me notar no instagram,quinta feira 21:39 estou no IFSC aguardando a reuniao das 22h fazendo slide igual maluka sendo q poderia estar com bob gato titi gato tomando tampico e vendo o meiras pensando como raphael veiga poderia me notar no instagram
@luuborba_ @previsaoastral Não vou mesmo  só vou estudar no ifc ano que vem,@luuborba_ @previsaoastral Não vou mesmo  só vou estudar no ifc ano que vem
se eu n passar no ifsc estarei me esfaqueando em praça publica,se eu n passar no ifsc estarei me esfaqueando em praça publica
@snybadass eu nao passei no ifsul e me lamento ate hoje 💔,@snybadass eu nao passei no ifsul e me lamento ate hoje 💔
👀 Você já ouviu falar que temos um polo de inovação aqui no IFSC? Ou que temos uma Unidade Embrapii?    Não faz ideia do que estamos falando ou achava que era tudo a mesma coisa? Então confira a matéria no Blog do IFSC 😉  Saiba mais:  https://t. co/fhJ7dDclUW https://t. co/NF4jxnUeOK,👀 Você já ouviu falar que temos um polo de inovação aqui no IFSC? Ou que temos uma Unidade Embrapii?    Não faz ideia do que estamos falando ou achava que era tudo a mesma coisa? Então confira a matéria no Blog do IFSC 😉  Saiba mais:  https://t. co/fhJ7dDclUW https://t. co/NF4jxnUeOK
@singularitystae descobrir que na minha turma não tinha tantos gays quanto no ifsc foi triste ana. .,@singularitystae descobrir que na minha turma não tinha tantos gays quanto no ifsc foi triste ana. .
@mafoska Que tristeza  no ifsc conta como optativa e parece ser bem tranquila.  Tb tem inglês tecnico  que é bem de boa tb,@mafoska Que tristeza  no ifsc conta como optativa e parece ser bem tranquila.  Tb tem inglês tecnico  que é bem de boa tb
literalmente eu quando tem strogonoff de carne no ifsc e reclamando quando nao tem torradinha,literalmente eu quando tem strogonoff de carne no ifsc e reclamando quando nao tem torradinha
“tu estuda no ifsc e tem sanidade ainda?” “quase nada”  “imaginei”,“tu estuda no ifsc e tem sanidade ainda?” “quase nada”  “imaginei”
@ramalhoorg @daiangm E falo por experiência  dei aula no IFPR e os alunos me elogiaram por preparar o material e nunca faltar.  E olha que é considerada uma ótima instituição.  O que dirá das escolas da periferia.,@ramalhoorg @daiangm E falo por experiência  dei aula no IFPR e os alunos me elogiaram por preparar o material e nunca faltar.  E olha que é considerada uma ótima instituição.  O que dirá das escolas da periferia.
td segunda qndo eu acordo e lembro q estudo no ifsul,td segunda qndo eu acordo e lembro q estudo no ifsul
juju do pix no ifsc https://t. co/mJZ7FMusBd,juju do pix no ifsc https://t. co/mJZ7FMusBd
engraçado q todo mundo q estudou no ifsc tem cara de q estudou la kkkkk    o ifsc forma carater,engraçado q todo mundo q estudou no ifsc tem cara de q estudou la kkkkk    o ifsc forma carater
Inscrições abertas para Processo Seletivo 2023/2024 no IFPR Campus Colombo - Siga @JornalUniao_  https://t. co/ieOCyAFHSv #Cidades #Colombo,Inscrições abertas para Processo Seletivo 2023/2024 no IFPR Campus Colombo - Siga @JornalUniao_  https://t. co/ieOCyAFHSv #Cidades #Colombo
@procurandosair Eu fiz um curso técnico no IFSC e é muito bom mesmo.  Todos os professores com  currículo bastante extenso  excelentes.,@procurandosair Eu fiz um curso técnico no IFSC e é muito bom mesmo.  Todos os professores com  currículo bastante extenso  excelentes.
@calotey Ta pronta sim  vai viver meu amor  a gente tá aqui esperando vc ser a nova maior blogueira do ifpr  aproveita essa viagem ao máximo e não esqueça de nada  pra quando voltar  contar cada detalhe  pq vc sabe que vamos tá aqui pra te escutar tá bom  relaxa e vive  te amo,@calotey Ta pronta sim  vai viver meu amor  a gente tá aqui esperando vc ser a nova maior blogueira do ifpr  aproveita essa viagem ao máximo e não esqueça de nada  pra quando voltar  contar cada detalhe  pq vc sabe que vamos tá aqui pra te escutar tá bom  relaxa e vive  te amo
Ai tenho que ouvir que estudante é tudo vagabundo  De uma pessoa que estudou no IFSC 🫠🤡,Ai tenho que ouvir que estudante é tudo vagabundo  De uma pessoa que estudou no IFSC 🫠🤡
meu cs de 2018 no ifsc assim :,meu cs de 2018 no ifsc assim :
Uma pergunta pra vcs que estudam no IFSC e moram longe.  Se vcs tivessem a oportunidade de morar mais perto do ifsc  mas pra isso teria que morar na casa de algum família  como por exemplo um tio.  E vcs também teriam que dividir quarto  ficar longe de casa  da mãe.  Vc iriam?,Uma pergunta pra vcs que estudam no IFSC e moram longe.  Se vcs tivessem a oportunidade de morar mais perto do ifsc  mas pra isso teria que morar na casa de algum família  como por exemplo um tio.  E vcs também teriam que dividir quarto  ficar longe de casa  da mãe.  Vc iriam?
é do ifsc né  nunca vai ser ruim 🤷,é do ifsc né  nunca vai ser ruim 🤷
começo no ifsc semana q vem e não sei se fico feliz ou se choro,começo no ifsc semana q vem e não sei se fico feliz ou se choro
queria tantoo ta no ifc,queria tantoo ta no ifc
amanha chegar no ifsul as 8h da madruga jogar meus trabalhos na portaria e nunca mais voltar,amanha chegar no ifsul as 8h da madruga jogar meus trabalhos na portaria e nunca mais voltar
essa seleção da china nesse set toma um pau pro time feminino do ifsc ctz,essa seleção da china nesse set toma um pau pro time feminino do ifsc ctz
falo que nas férias nao quero nem ouvir falar do ifsc mas passo o dia todo mexendo no sigaa e assistindo video aula,falo que nas férias nao quero nem ouvir falar do ifsc mas passo o dia todo mexendo no sigaa e assistindo video aula
@gab_almeidak vou ta no ga ou no ifsul  q parecem ser mto incriveis,@gab_almeidak vou ta no ga ou no ifsul  q parecem ser mto incriveis
simplesmente quatro onibus do ifsul saindo de sapucaia 15 pras 5 da manha de uma segunda feira,simplesmente quatro onibus do ifsul saindo de sapucaia 15 pras 5 da manha de uma segunda feira
Professor e equipe do IFPR apoiam comunidades no interior do Paraná @CorreioLitoral https://t. co/z1YUCBBxs2,Professor e equipe do IFPR apoiam comunidades no interior do Paraná @CorreioLitoral https://t. co/z1YUCBBxs2
🛤 Integrantes do IFSC participaram neste mês da reunião do Convale (Conselho de Turismo da região Vale dos Encantos)  que foi criado em 2022 para promover e valorizar o turismo na região do Vale do Itapocu.  O Instituto Federal participa regularmente da reuniões do Convale.  https://t. co/geUMYdvHhz,🛤 Integrantes do IFSC participaram neste mês da reunião do Convale (Conselho de Turismo da região Vale dos Encantos)  que foi criado em 2022 para promover e valorizar o turismo na região do Vale do Itapocu.  O Instituto Federal participa regularmente da reuniões do Convale.  https://t. co/geUMYdvHhz
@SeiDEnada0000 vai morar no ifsc,@SeiDEnada0000 vai morar no ifsc
ainda não me recuperei emocionalmente pra voltar pra aquela bomba do ifsc,ainda não me recuperei emocionalmente pra voltar pra aquela bomba do ifsc
vsf matrícula online do ifc,vsf matrícula online do ifc
estar na cantina do ifsc vazia agr ta sendo uma experiência,estar na cantina do ifsc vazia agr ta sendo uma experiência
A Eco Trilha do IFSC do Rau recebeu  no início de julho  a visita de um pequeno grupo da Apae de Jaraguá do Sul (@ApaeJs).  As professoras Schirlei e Wandressa trouxeram dois alunos para conhecer o espaço de educação ambiental.  E houve ainda conversas para novas parcerias! https://t. co/m2BfsDxfS6,A Eco Trilha do IFSC do Rau recebeu  no início de julho  a visita de um pequeno grupo da Apae de Jaraguá do Sul (@ApaeJs).  As professoras Schirlei e Wandressa trouxeram dois alunos para conhecer o espaço de educação ambiental.  E houve ainda conversas para novas parcerias! https://t. co/m2BfsDxfS6
to cogitando muito em sair do ifsc  namoral,to cogitando muito em sair do ifsc  namoral
vou desistir do ifsul e é isso,vou desistir do ifsul e é isso
bem que podia cair esse tal de cecam na chave do ifc no jecam né 👀,bem que podia cair esse tal de cecam na chave do ifc no jecam né 👀
@lucachrist nem tem o meu pra tu ter noção é aquele mesmo do ifsc com o fio todo fudido q tu achou q era de lá IASHJFOSDHVBDFB,@lucachrist nem tem o meu pra tu ter noção é aquele mesmo do ifsc com o fio todo fudido q tu achou q era de lá IASHJFOSDHVBDFB
Decisão judicial nega pedido do MPF de perda do cargo público de gestores do campus do IFC https://t. co/Rc2IRzDeQY #wagneradvogados #servidorespublicos #servidoresfederais #MST #institutosfederais #IFC #impobridadeadministrativa #ampladefesa #democracia https://t. co/t6UO9OL7v2,Decisão judicial nega pedido do MPF de perda do cargo público de gestores do campus do IFC https://t. co/Rc2IRzDeQY #wagneradvogados #servidorespublicos #servidoresfederais #MST #institutosfederais #IFC #impobridadeadministrativa #ampladefesa #democracia https://t. co/t6UO9OL7v2
logo começa o último semestre no ifsc to com várias cartelas de antidepressivo só esperando pode vim💪😎🤟,logo começa o último semestre no ifsc to com várias cartelas de antidepressivo só esperando pode vim💪😎🤟
@itgirlfary quinta feira a partir dás 09:45 responderei apenas como estudante do ifsul em período d férias d inverno,@itgirlfary quinta feira a partir dás 09:45 responderei apenas como estudante do ifsul em período d férias d inverno
Pelo visto vou voltar para a merda do ifsc mesmo,Pelo visto vou voltar para a merda do ifsc mesmo
e o carai do ifsc que nao libera os resultados das matrícula e aí nem sei se vou conseguir fazer todas minhas turma ou nao vai ifsc colabora!!,e o carai do ifsc que nao libera os resultados das matrícula e aí nem sei se vou conseguir fazer todas minhas turma ou nao vai ifsc colabora!!
as vezes sinto saudades do ifsc,as vezes sinto saudades do ifsc
@BerschPedro o aluno do ifsul nunca recebeu tanto convite na vida quanto nessa segunda feira,@BerschPedro o aluno do ifsul nunca recebeu tanto convite na vida quanto nessa segunda feira
sonhei q eu fazia quimica no ifsc e q a daiane era minha professora  essa mulher e a materia dela me perseguem ate nos sonhos,sonhei q eu fazia quimica no ifsc e q a daiane era minha professora  essa mulher e a materia dela me perseguem ate nos sonhos
meudeus eu vou ter q fazer um malabarismo com os ônibus só pra chegar no IFSC,meudeus eu vou ter q fazer um malabarismo com os ônibus só pra chegar no IFSC
fui entregar curriculo aqui no rita e a mina q me atendeu faz curso no ifsc tmb  dai ficamo falando mal de varios professores muito foda,fui entregar curriculo aqui no rita e a mina q me atendeu faz curso no ifsc tmb  dai ficamo falando mal de varios professores muito foda
algum estudante/ex estudante do ifsc palhoça poderia conversar comigo e tirar algumas dúvidas?,algum estudante/ex estudante do ifsc palhoça poderia conversar comigo e tirar algumas dúvidas?
Matriculado no IFC,Matriculado no IFC
1 interclasse 2 jedes 2 jemusa 3 copa futebol de botao 3 libertadores de pebolim 475 gols marcados na quadra do camilo alves 195 na quadra do ifsul muitas champions league no fifa resumo da carreira ta ai  só chamar q eu vou pra arabia,1 interclasse 2 jedes 2 jemusa 3 copa futebol de botao 3 libertadores de pebolim 475 gols marcados na quadra do camilo alves 195 na quadra do ifsul muitas champions league no fifa resumo da carreira ta ai  só chamar q eu vou pra arabia
@vp_perera roubar os do ifsc,@vp_perera roubar os do ifsc
Quarto episódio do IFC no canal! Dá uma olhada lá! Destaque para a atual situação do Santa. . .  🙄https://t. co/U7Dbia1umP,Quarto episódio do IFC no canal! Dá uma olhada lá! Destaque para a atual situação do Santa. . .  🙄https://t. co/U7Dbia1umP
algum estudante do ifsul quer vir aqui na minha casa arrumar meu chuveiro antes que meu pai morrra eletrocutado?,algum estudante do ifsul quer vir aqui na minha casa arrumar meu chuveiro antes que meu pai morrra eletrocutado?
se eu n passar do ifsc eu acho q vou me matar pq meu pai vai se decepcionar pra caralho 👍,se eu n passar do ifsc eu acho q vou me matar pq meu pai vai se decepcionar pra caralho 👍
essa bibliotecária do ifsul tá cometendo atentado contra minha vida primeiro coloca 39 graus no ar condicionado e agora coloca dez,essa bibliotecária do ifsul tá cometendo atentado contra minha vida primeiro coloca 39 graus no ar condicionado e agora coloca dez
@Tessarinhou O cara descreveu minha rotina no ifsc,@Tessarinhou O cara descreveu minha rotina no ifsc
eu fico tão feliz quando vejo a evolução/diferença de uma pessoa antes do ifsc e dps,eu fico tão feliz quando vejo a evolução/diferença de uma pessoa antes do ifsc e dps
sou a favor da queda do ifsc palhoca,sou a favor da queda do ifsc palhoca
sério mano no último semestre do ifsc colocam minha soulmate isa na turma B vão se foderem,sério mano no último semestre do ifsc colocam minha soulmate isa na turma B vão se foderem
to escrevendo historinha de terror que se passa no ifc   me deixem cozinhar e torçam pra mim não ser tipo o Daniel Hartmann,to escrevendo historinha de terror que se passa no ifc   me deixem cozinhar e torçam pra mim não ser tipo o Daniel Hartmann
A 2 anos atrás eu tinha ambição por estudo e crescimento  fui aprovado no ifsc e cedup (não fui pra nenhuma).  Anos depois tô eu perdido  trabalhando igual um fodido.  Perdi uma baita oportunidade por não ter oportunidade  agora tenho que correr atrás de migalhas que ganhamos.  Punk,A 2 anos atrás eu tinha ambição por estudo e crescimento  fui aprovado no ifsc e cedup (não fui pra nenhuma).  Anos depois tô eu perdido  trabalhando igual um fodido.  Perdi uma baita oportunidade por não ter oportunidade  agora tenho que correr atrás de migalhas que ganhamos.  Punk
Os cursos serão ofertados por 12 câmpus do IFSC  com foco na qualificação profissional de mulheres em situação de vulnerabilidade social.  Saiba mais: https://t. co/pGhKXEA7zC,Os cursos serão ofertados por 12 câmpus do IFSC  com foco na qualificação profissional de mulheres em situação de vulnerabilidade social.  Saiba mais: https://t. co/pGhKXEA7zC
pre evento do ifsc deveria ter todo mês.,pre evento do ifsc deveria ter todo mês.
KKKKKKKKKKKK mds eu ja comecei a stalkear o pessoa do ifsc de gaspar aqui no tt,KKKKKKKKKKKK mds eu ja comecei a stalkear o pessoa do ifsc de gaspar aqui no tt
to no IFSC galera Nunca foi Deus sempre foi sorte,to no IFSC galera Nunca foi Deus sempre foi sorte
Vou fazer aulas de Latim no IFsul  As empresas vão adorar essa língua super popular no meu curriculum vitae https://t,Vou fazer aulas de Latim no IFsul  As empresas vão adorar essa língua super popular no meu curriculum vitae https://t
servidor do ifsc falta compaixão,servidor do ifsc falta compaixão
estranha a sensação de pisar no ifsul depois de 3 anos 🥴,estranha a sensação de pisar no ifsul depois de 3 anos 🥴
minha irmã veio falar pra mim estudar no ifsc,minha irmã veio falar pra mim estudar no ifsc
socorro quero esse estagio do ifpr pfv deus que me julguem qualificada 😭😭😭,socorro quero esse estagio do ifpr pfv deus que me julguem qualificada 😭😭😭
@lelelis_m Pensei que seria mais barato que o do ifsc,@lelelis_m Pensei que seria mais barato que o do ifsc
Um dos membros da banca de heteroidentificação do IFSul de minas me considerou não pardo.   Tô tipo 🤨 what?! Kk (Mas fui aprovado no Curso técnico) https://t. co/ZJc0UBfxJl,Um dos membros da banca de heteroidentificação do IFSul de minas me considerou não pardo.   Tô tipo 🤨 what?! Kk (Mas fui aprovado no Curso técnico) https://t. co/ZJc0UBfxJl
num inferno até ele arrumar pq eu prefiro MORRER no sentido de EU MESMA FAÇO ISSO do q ter q passar dnv por essa desgraça de semestre q n é chamado de peneira a toa.   Eu Não Vou Repetir Um Semestre Por Causa Da Droga Do Sistema Do IFSC Mas Nem Fudendo.,num inferno até ele arrumar pq eu prefiro MORRER no sentido de EU MESMA FAÇO ISSO do q ter q passar dnv por essa desgraça de semestre q n é chamado de peneira a toa.   Eu Não Vou Repetir Um Semestre Por Causa Da Droga Do Sistema Do IFSC Mas Nem Fudendo.
saudade do spotted do ifsul (o do facebook)  juro era perfeito eu mandava umas 15 fotos por dia no primeiro semestre AKDKAKDKSKDK,saudade do spotted do ifsul (o do facebook)  juro era perfeito eu mandava umas 15 fotos por dia no primeiro semestre AKDKAKDKSKDK
@SadlyCrocs aluno normal quando apresenta tcc sai todo motivado e feliz  aluno do IFSC sai humilhado  com depressão e mais 3 traumas novos,@SadlyCrocs aluno normal quando apresenta tcc sai todo motivado e feliz  aluno do IFSC sai humilhado  com depressão e mais 3 traumas novos
@jorginhomello Governador  olha o quão gravíssimo esta acontecendo na semana dos professores no IFC https://t. co/tpxLmnxyqr,@jorginhomello Governador  olha o quão gravíssimo esta acontecendo na semana dos professores no IFC https://t. co/tpxLmnxyqr
coordenadora pedagógica do ifsc sendo uma querida,coordenadora pedagógica do ifsc sendo uma querida
@saboact Deus me livre  nem me lembre disso  Faltam praticamente só dois meses pro concurso do IFPR 😭,@saboact Deus me livre  nem me lembre disso  Faltam praticamente só dois meses pro concurso do IFPR 😭
meu pai falando que se quero ter 90% de chance que vou passar no ifpr preciso me inscrever pra aquicultura  PAI EU NAO QUERO MEXER COM PEIXE,meu pai falando que se quero ter 90% de chance que vou passar no ifpr preciso me inscrever pra aquicultura  PAI EU NAO QUERO MEXER COM PEIXE
e esse ex professor do ifsc fazendo vídeo no tiktok jogando kkkkkkkkkkk vsf eu n acredito,e esse ex professor do ifsc fazendo vídeo no tiktok jogando kkkkkkkkkkk vsf eu n acredito
Vai ter Feira no IFSul 🥬🥦🥕 Prepara a tua sacolinha para levar alguns dos orgânicos produzidos na horta do Câmpus 👏 Será na próxima quarta-feira  dia 26  a partir das 9h30  no jardim em frente à Cantina! https://t,Vai ter Feira no IFSul 🥬🥦🥕 Prepara a tua sacolinha para levar alguns dos orgânicos produzidos na horta do Câmpus 👏 Será na próxima quarta-feira  dia 26  a partir das 9h30  no jardim em frente à Cantina! https://t
@cookiejwr eu so do ifsul KKKKKKK o meu eh i campus de sapucaia eh uma porrada de evento por causa do nosso curso,@cookiejwr eu so do ifsul KKKKKKK o meu eh i campus de sapucaia eh uma porrada de evento por causa do nosso curso
assim ne  quando eu tiver passado num concurso pra docente do ifsc  eu fico feliz,assim ne  quando eu tiver passado num concurso pra docente do ifsc  eu fico feliz
Cidade Universitária ta uma paz sem aquelas praga do IFSC,Cidade Universitária ta uma paz sem aquelas praga do IFSC
alguem formado ai do ifsc quer trabalhar por 15 dias no tre abriu uma vaga temporaria designersss pfvr,alguem formado ai do ifsc quer trabalhar por 15 dias no tre abriu uma vaga temporaria designersss pfvr
Último dia para fazer a prova do inglês do ifsul e adivinha?  Da erro ao entrar nos módulos 🤡🤡🤡,Último dia para fazer a prova do inglês do ifsul e adivinha?  Da erro ao entrar nos módulos 🤡🤡🤡
@farinhafeio ah serio? é uma galera q estudava no ifsc que pena,@farinhafeio ah serio? é uma galera q estudava no ifsc que pena
Esqueci meu carregador na porrs do ifsc que ódio,Esqueci meu carregador na porrs do ifsc que ódio
"""Bora"" para o 5° episódio do IFC (Independente Futebol Clube)? - Sequência ruim do Sport - Parada difícil pro Santa- Retrô quer manter confiança e o vídeo do Marketing do Náutico.  Tudo isso abordado de uma forma diferente. . .  #IFCFUTEBOL  https://t. co/BmdNieICC5","""Bora"" para o 5° episódio do IFC (Independente Futebol Clube)? - Sequência ruim do Sport - Parada difícil pro Santa- Retrô quer manter confiança e o vídeo do Marketing do Náutico.  Tudo isso abordado de uma forma diferente. . .  #IFCFUTEBOL  https://t. co/BmdNieICC5"
Hoje eu morro de ansiedade esperando o resultado do ifsc,Hoje eu morro de ansiedade esperando o resultado do ifsc
ÚLTIMOS DIAS!  A Coordenadoria de Publicações do IFSC está selecionando profissionais da área de Letras para compor banco de revisores dos periódicos científicos da instituição.  Veja como participar: https://t. co/PxAKqU4IUx https://t. co/pE7FSFaPY0,ÚLTIMOS DIAS!  A Coordenadoria de Publicações do IFSC está selecionando profissionais da área de Letras para compor banco de revisores dos periódicos científicos da instituição.  Veja como participar: https://t. co/PxAKqU4IUx https://t. co/pE7FSFaPY0
ter que abrir protocolo eletrônico contra o coordenador do ifsul por me passar informação incorreta e me reprovar por essa informação é um troço ABSURDO,ter que abrir protocolo eletrônico contra o coordenador do ifsul por me passar informação incorreta e me reprovar por essa informação é um troço ABSURDO
Ensino médio/ agora  Quis colocar que sai do IFPR e tô na UFPR pq sim. . .  Nunca consigo usar uma foto de cada tempo só https://t. co/M8MQ0AETWF,Ensino médio/ agora  Quis colocar que sai do IFPR e tô na UFPR pq sim. . .  Nunca consigo usar uma foto de cada tempo só https://t. co/M8MQ0AETWF
Já fez sua inscrição para os Jogos Eletrônicos do IFSC (eJIFSC)? Ainda não?! Então corre que é só até o dia 26.   Serão três modalidades: Free Fire  League of Legends (LoL) e Xadrez Arena.   Saiba mais em https://t. co/daBZAIguvU https://t. co/5pk5II3cha,Já fez sua inscrição para os Jogos Eletrônicos do IFSC (eJIFSC)? Ainda não?! Então corre que é só até o dia 26.   Serão três modalidades: Free Fire  League of Legends (LoL) e Xadrez Arena.   Saiba mais em https://t. co/daBZAIguvU https://t. co/5pk5II3cha
Grupo de teatro brusquense realiza amostra gratuita no IFC neste sábado: https://t. co/ibK3UCuoFc #OMunicipioBrusque,Grupo de teatro brusquense realiza amostra gratuita no IFC neste sábado: https://t. co/ibK3UCuoFc #OMunicipioBrusque
Já está disponível no Sistema de Resultados a relação dos candidatos aprovados para vagas em cursos superiores do IFSC via cadastro de reserva.  Confira: https://t. co/My66VBlnVU,Já está disponível no Sistema de Resultados a relação dos candidatos aprovados para vagas em cursos superiores do IFSC via cadastro de reserva.  Confira: https://t. co/My66VBlnVU
Foi publicado no site do IFSC o Edital 05/2023 - DAE/PROEN -  SELEÇÃO DE ESTUDANTES PARA O PROGRAMA BOLSA PERMANÊNCIA DO MEC  destinado aos estudantes indígenas e quilombolas.   🔍Acesse o edital pelo link: https://t. co/0oUXBHUogX,Foi publicado no site do IFSC o Edital 05/2023 - DAE/PROEN -  SELEÇÃO DE ESTUDANTES PARA O PROGRAMA BOLSA PERMANÊNCIA DO MEC  destinado aos estudantes indígenas e quilombolas.   🔍Acesse o edital pelo link: https://t. co/0oUXBHUogX
@trwshmagicvenus menos amigos no IFSC  pq se ficasse estranho em mim  eu seria zuado e teria insegurança,@trwshmagicvenus menos amigos no IFSC  pq se ficasse estranho em mim  eu seria zuado e teria insegurança
Servidor é demitido do IFC após acusações de assédio em Sombrio https://t. co/9Egp394pOp,Servidor é demitido do IFC após acusações de assédio em Sombrio https://t. co/9Egp394pOp
@nicollybor o glossário traumático do ifpr só cresce,@nicollybor o glossário traumático do ifpr só cresce
o aluno mais fraco do primeiro semestre do ifsc tem um papo melhor que esse,o aluno mais fraco do primeiro semestre do ifsc tem um papo melhor que esse
@Czaikowski_ Viu isso da mais lucro que estudar no IFPR,@Czaikowski_ Viu isso da mais lucro que estudar no IFPR
Estuda no IFSUL já sei q não presta,Estuda no IFSUL já sei q não presta
[🐧🌹] Kyungsoo acenando para o fãs e curvando-se educadamente após tirar as foto no IFC Mall  a zona pop-up especial The Moon hoje  © Kyungsoowift24k  #DO(D. O. ) #디오 #도경수 #kyungsoo @weareoneEXO   https://t. co/fsNqNpHwMf,[🐧🌹] Kyungsoo acenando para o fãs e curvando-se educadamente após tirar as foto no IFC Mall  a zona pop-up especial The Moon hoje  © Kyungsoowift24k  #DO(D. O. ) #디오 #도경수 #kyungsoo @weareoneEXO   https://t. co/fsNqNpHwMf
