text
a questão disso tudo é que ele GOSTA de estudar  GOSTA de aprender.  nesse último ano ele tá muito apaixonado por elétrica.  ele fez uns cursos no senai (todos de graça) e agora passou no ifam pra eletrotécnica,a questão disso tudo é que ele GOSTA de estudar  GOSTA de aprender.  nesse último ano ele tá muito apaixonado por elétrica.  ele fez uns cursos no senai (todos de graça) e agora passou no ifam pra eletrotécnica
@belemtransito Se vocês forem se escrever no Ifpa como segunda opção nem façam isso.  O ifpa é uma instituição seria e não é fácil e nunca vai ser.  Entre no curso que vocês realmente querem e valorizem a instituição.,@belemtransito Se vocês forem se escrever no Ifpa como segunda opção nem façam isso.  O ifpa é uma instituição seria e não é fácil e nunca vai ser.  Entre no curso que vocês realmente querem e valorizem a instituição.
@santzlipe kkkkkkkkkkkk mais roubado que tudo o nosso time que nem gente do ifro tinha,@santzlipe kkkkkkkkkkkk mais roubado que tudo o nosso time que nem gente do ifro tinha
e sei que posso apanhar por isso mas acho que iria me deixar mais completo  me amo e amo minha vida  acho q sou feliz e os krl a 4 mas tbm tem isso ai  e claro meus amigos (vocês  seja do quinteto até os próximos do ifac até os do passado),e sei que posso apanhar por isso mas acho que iria me deixar mais completo  me amo e amo minha vida  acho q sou feliz e os krl a 4 mas tbm tem isso ai  e claro meus amigos (vocês  seja do quinteto até os próximos do ifac até os do passado)
saudades do ifac,saudades do ifac
@marocaskkkkkk KLKKKKKKKKKKKKKKKKJ tem uma comunidade de pombos formada no ifro já,@marocaskkkkkk KLKKKKKKKKKKKKKKKKJ tem uma comunidade de pombos formada no ifro já
nossa senhora… conheci esse menino no cursinho  se n me engano ele estudou no ifrr tbm,nossa senhora… conheci esse menino no cursinho  se n me engano ele estudou no ifrr tbm
quando eu tava no ifap nunca fazia os trabalhos nas normas abnt  então agora que to realmente aprendendo FODASE,quando eu tava no ifap nunca fazia os trabalhos nas normas abnt  então agora que to realmente aprendendo FODASE
@_mmirellaa amiga  dia 12 de agosto é o arraial do ifam  quer conhecer uma irmã minha ?,@_mmirellaa amiga  dia 12 de agosto é o arraial do ifam  quer conhecer uma irmã minha ?
@rothmelancia a gente precisa sair caçando sao paulino no ifac e fazer amizade com os mais legais,@rothmelancia a gente precisa sair caçando sao paulino no ifac e fazer amizade com os mais legais
algum querido do ifro pode pfv me informar quando acaba as férias? KKKKKKK pq eu to mais perdida q cego em tiroteio,algum querido do ifro pode pfv me informar quando acaba as férias? KKKKKKK pq eu to mais perdida q cego em tiroteio
lembrei agora da existência de um casal no Ifam que não entra na minha cabeça que eles namoram  não faz sentido nenhum,lembrei agora da existência de um casal no Ifam que não entra na minha cabeça que eles namoram  não faz sentido nenhum
Com esse horário vou ter que tá solicitando alojamento no IFRO em kdjdjdjkdksksjs https://t. co/hzIZ6nbvt8,Com esse horário vou ter que tá solicitando alojamento no IFRO em kdjdjdjkdksksjs https://t. co/hzIZ6nbvt8
Quase 500 pessoas participam da Corrida e Caminhada do IFRR no Conjunto Cidadão https://t. co/oSHNCVDZcQ,Quase 500 pessoas participam da Corrida e Caminhada do IFRR no Conjunto Cidadão https://t. co/oSHNCVDZcQ
e a internet daq q pega até tkk  dando um pau na do ifro,e a internet daq q pega até tkk  dando um pau na do ifro
Quase 500 pessoas participam da Corrida e Caminhada do IFRR no Conjunto Cidadão https://t. co/yKqcFS6sSK,Quase 500 pessoas participam da Corrida e Caminhada do IFRR no Conjunto Cidadão https://t. co/yKqcFS6sSK
até esqueci o nome fictício q eu dei p ele mas vamo falar q ele é um vi4dïnhø querendo piĉ4  lembrei da vez q ele fez eu parecer o maior duas caras do ifpa,até esqueci o nome fictício q eu dei p ele mas vamo falar q ele é um vi4dïnhø querendo piĉ4  lembrei da vez q ele fez eu parecer o maior duas caras do ifpa
nem foto no centro postada eu tenho  só no ifam vey,nem foto no centro postada eu tenho  só no ifam vey
Devidamente matriculado no IFAM   ainda vou encontrar meu homem pq quando ele sair eu vou tá entrando. . .  pego ele no banheiro.,Devidamente matriculado no IFAM   ainda vou encontrar meu homem pq quando ele sair eu vou tá entrando. . .  pego ele no banheiro.
1) comprando tbm até eu   2) pergunta pra qualquer estudante do ifpa oq aconteceu na eleição de chapa deste ano,1) comprando tbm até eu   2) pergunta pra qualquer estudante do ifpa oq aconteceu na eleição de chapa deste ano
@ande_erson O banheirã9 babado no ifam centro,@ande_erson O banheirã9 babado no ifam centro
@pedro_volterra Simples  Chapa da ujs tava perdendo no ifpa e simplesmente fraudaram a eleições  oq quer q eu diga mais exatamente? Sem contar a Estácio tbm né,@pedro_volterra Simples  Chapa da ujs tava perdendo no ifpa e simplesmente fraudaram a eleições  oq quer q eu diga mais exatamente? Sem contar a Estácio tbm né
Uiui arraial do ifam  só vou pra ver a minha best dançar,Uiui arraial do ifam  só vou pra ver a minha best dançar
to tao feliz longe do ifam quero voltar nao,to tao feliz longe do ifam quero voltar nao
@_krlux_ Eu ai com aquele faxineiro do ifam q oferece bala( tenho medo dele sacar um revólver),@_krlux_ Eu ai com aquele faxineiro do ifam q oferece bala( tenho medo dele sacar um revólver)
Meu maior arrependimento foi não ter terminado meu técnico no ifam  eu só tinha que estudar e ainda reclamava,Meu maior arrependimento foi não ter terminado meu técnico no ifam  eu só tinha que estudar e ainda reclamava
meu cabelo tá tão hidratadinho tão lindo mas vai ser só eu pisar no ifac que o bixo vai ficar todo espetado,meu cabelo tá tão hidratadinho tão lindo mas vai ser só eu pisar no ifac que o bixo vai ficar todo espetado
Sdds de ver meus amgs do ifam (menos o João e a Maria) 🤍,Sdds de ver meus amgs do ifam (menos o João e a Maria) 🤍
@MariaEdMartin Eu vi um povo hj tirando no meio da rua  e lá no IFRO tem  no pátio se conhecer alguém que estuda lá  pede pra pegar pra vc,@MariaEdMartin Eu vi um povo hj tirando no meio da rua  e lá no IFRO tem  no pátio se conhecer alguém que estuda lá  pede pra pegar pra vc
ia fugir do ifam e rodar pelo centro e meu pai resolveu ir pra lá tbm,ia fugir do ifam e rodar pelo centro e meu pai resolveu ir pra lá tbm
acho que vou passar lá no ifam hoje  pra fofocar com a bia,acho que vou passar lá no ifam hoje  pra fofocar com a bia
encontro de mutuals no arraial do ifam e todos irão comprar apenas na barraquinha de doces,encontro de mutuals no arraial do ifam e todos irão comprar apenas na barraquinha de doces
convido vcs mutual do meu twitter a vir pro arraial do ifam  mas só pode comprar na barraca de química,convido vcs mutual do meu twitter a vir pro arraial do ifam  mas só pode comprar na barraca de química
Essa psicóloga do ifro só aparece em palestra e em jogo  como pode,Essa psicóloga do ifro só aparece em palestra e em jogo  como pode
esse pessoal do ifac parece que não tem noção do quão longe ele é,esse pessoal do ifac parece que não tem noção do quão longe ele é
@tatuadocareca ninguém quer usuário de k9 la no ifam nao,@tatuadocareca ninguém quer usuário de k9 la no ifam nao
tenho medo doq pode acontecer nesse arraial do ifam,tenho medo doq pode acontecer nesse arraial do ifam
Comitiva da Suframa visitará campi do IFRR https://t. co/ZpNVhU2Tns,Comitiva da Suframa visitará campi do IFRR https://t. co/ZpNVhU2Tns
Novo reitor do Ifam fala sobre desafios da instituição  https://t,Novo reitor do Ifam fala sobre desafios da instituição  https://t
Edital do Processo Seletivo Especial (PSE) Graduação do IFPA Campus Belém e possam realizar a inscrição on-line: Link Edital: https://t. co/sqnrJLS3Hb Link inscrição (até 23 de julho): https://t. co/VL3sc6riSh   #InstitutoFederalDoPará #IFPA #IFPACampusBelém https://t. co/8EE6JqJ2TA,Edital do Processo Seletivo Especial (PSE) Graduação do IFPA Campus Belém e possam realizar a inscrição on-line: Link Edital: https://t. co/sqnrJLS3Hb Link inscrição (até 23 de julho): https://t. co/VL3sc6riSh   #InstitutoFederalDoPará #IFPA #IFPACampusBelém https://t. co/8EE6JqJ2TA
📌Alunos do curso Técnico em Agropecuária do Ifam Parintins participam de atividades práticas na Granja Paraíso do Aninga |  📲 https://t. co/1GtH0cNcIf  #PortalPanoramaParintins,📌Alunos do curso Técnico em Agropecuária do Ifam Parintins participam de atividades práticas na Granja Paraíso do Aninga |  📲 https://t. co/1GtH0cNcIf  #PortalPanoramaParintins
📌Alunos do curso Técnico em Agropecuária do Ifam Parintins participam de atividades práticas na Granja Paraíso do Aninga |  📲 https://t. co/1GtH0cNcIf  #PortalPanoramaParintins https://t. co/DX1zFiBXX7,📌Alunos do curso Técnico em Agropecuária do Ifam Parintins participam de atividades práticas na Granja Paraíso do Aninga |  📲 https://t. co/1GtH0cNcIf  #PortalPanoramaParintins https://t. co/DX1zFiBXX7
@Joototoso1 é pq a gnt não tá no ifto,@Joototoso1 é pq a gnt não tá no ifto
isso aqui facilmente é o paulo braga no ifrr sem dúvidas,isso aqui facilmente é o paulo braga no ifrr sem dúvidas
@Izidroll E quando tu pega com aqueles empolgadinhos do ifam pqp,@Izidroll E quando tu pega com aqueles empolgadinhos do ifam pqp
@olliemiajett a primeira ruiva do mundo e do ifrr não é mais ruiva,@olliemiajett a primeira ruiva do mundo e do ifrr não é mais ruiva
oie amgs do ifam que tem amigos que vão dançar alguém consegue um par pra mim pfvr,oie amgs do ifam que tem amigos que vão dançar alguém consegue um par pra mim pfvr
Falo com muita tranquilidade que o time do IFRO 2022 venceria esse Corinthians,Falo com muita tranquilidade que o time do IFRO 2022 venceria esse Corinthians
To começando a ter saudades do ifac,To começando a ter saudades do ifac
“Ah é que eu faço Med veterinária no ifap e vim pro depla acompanhar meu primo”,“Ah é que eu faço Med veterinária no ifap e vim pro depla acompanhar meu primo”
@WillTay80717348 Lembro que no segundo ano do ensino médio tinha aula de direito por ser grade curricular do meu curso no ifap   aí a professora de direito foi tirar uma dessas kkkkkk irmão nunca vi tanto entretenimento na minha vida  teve gente que ficou sem se falar,@WillTay80717348 Lembro que no segundo ano do ensino médio tinha aula de direito por ser grade curricular do meu curso no ifap   aí a professora de direito foi tirar uma dessas kkkkkk irmão nunca vi tanto entretenimento na minha vida  teve gente que ficou sem se falar
Passei duas vidas olhando um negócio do Ifac  passei 5 dias sem olhar  já saiu o que eu queria e eu perdi o prazo  pá bosta 🙄,Passei duas vidas olhando um negócio do Ifac  passei 5 dias sem olhar  já saiu o que eu queria e eu perdi o prazo  pá bosta 🙄
acabou a mamata do ifam,acabou a mamata do ifam
como a vida é boa longe do ifro,como a vida é boa longe do ifro
Entendi pq o cálculo do IFRO era mais fácil  é dividido em duas matérias oq aqui eles enfiam em uma,Entendi pq o cálculo do IFRO era mais fácil  é dividido em duas matérias oq aqui eles enfiam em uma
@g444bs_ @futurizando_ eu esqueço q o povo do ifap n conhece esse meu lado,@g444bs_ @futurizando_ eu esqueço q o povo do ifap n conhece esse meu lado
EDITAL PREGÃO ELETRÔNICO Nº 03/2023 (Processo Administrativo n° 23388. 000169/2023-62) O objeto da presente licitação é a escolha da proposta mais vantajosa para a aquisição de sementes e adubos para renovação da pastagem do IFAM Campus Lábrea.  https://t. co/jhwlkkX47w,EDITAL PREGÃO ELETRÔNICO Nº 03/2023 (Processo Administrativo n° 23388. 000169/2023-62) O objeto da presente licitação é a escolha da proposta mais vantajosa para a aquisição de sementes e adubos para renovação da pastagem do IFAM Campus Lábrea.  https://t. co/jhwlkkX47w
@barbosaclaraaa tu n conhece  ela é lá do ifap,@barbosaclaraaa tu n conhece  ela é lá do ifap
@maluzitadv deus me livre  minha mãe desde que eu entrei no ifam nunca viu meu boletim pq se visse eu nem estaria mais lá ☠️☠️,@maluzitadv deus me livre  minha mãe desde que eu entrei no ifam nunca viu meu boletim pq se visse eu nem estaria mais lá ☠️☠️
a partir de hj meu tt vai ser sobre eu falando de treino  do meu gatinho  reclamando da vida e do ifap,a partir de hj meu tt vai ser sobre eu falando de treino  do meu gatinho  reclamando da vida e do ifap
A reitora Rosana Cavalcante dos Santos participou  nesta terça-feira (18. 07) e quarta-feira (19. 07)  das jornadas pedagógicas do Campus Rio Branco e Campus Baixada do Sol.  O evento ocorre em todos os campi do Ifac e antecede o início do início das aulas.  (+) https://t. co/o1vKolvfNZ,A reitora Rosana Cavalcante dos Santos participou  nesta terça-feira (18. 07) e quarta-feira (19. 07)  das jornadas pedagógicas do Campus Rio Branco e Campus Baixada do Sol.  O evento ocorre em todos os campi do Ifac e antecede o início do início das aulas.  (+) https://t. co/o1vKolvfNZ
Nos campi  a reitora repassou informações sobre o concurso público do Ifac  cujo edital será publicado neste segundo semestre  a aprovação do PL nº 12/2023  que propõe a criação de 5. 000 códigos de vagas para a Rede Federal  e da parceria com a Secretaria de Segurança Pública (+) https://t. co/X9LvauScVY,Nos campi  a reitora repassou informações sobre o concurso público do Ifac  cujo edital será publicado neste segundo semestre  a aprovação do PL nº 12/2023  que propõe a criação de 5. 000 códigos de vagas para a Rede Federal  e da parceria com a Secretaria de Segurança Pública (+) https://t. co/X9LvauScVY
mãe posso dormir com você? tô com medo do próximo semestre no ifro,mãe posso dormir com você? tô com medo do próximo semestre no ifro
Chegou a hora de dar um salto na sua carreira.   Faça o processo seletivo do Ifap para 100 vagas em cursos de pós-graduação lato sensu.   🗓️ As inscrições ocorrem de 19 a 26 de julho  🌐 Acessa o sistema https://t. co/Hsd0uRIBzw  #oportunidade #educacion #EPT https://t. co/qkJNy0kqa7,Chegou a hora de dar um salto na sua carreira.   Faça o processo seletivo do Ifap para 100 vagas em cursos de pós-graduação lato sensu.   🗓️ As inscrições ocorrem de 19 a 26 de julho  🌐 Acessa o sistema https://t. co/Hsd0uRIBzw  #oportunidade #educacion #EPT https://t. co/qkJNy0kqa7
Fui olhar a carga-horária do último semestre no ifap e fiquei me perguntando se tava certo isso.   E realmente tá.  https://t. co/kbjQLCVA7F,Fui olhar a carga-horária do último semestre no ifap e fiquei me perguntando se tava certo isso.   E realmente tá.  https://t. co/kbjQLCVA7F
to com tanta saudades do ifac q eu tenho q ser o primeiro aluno/maluco a pisar naquela escola.,to com tanta saudades do ifac q eu tenho q ser o primeiro aluno/maluco a pisar naquela escola.
meu cabelo ta tao lindo nessas ferias  certeza que no ifam vai estar feio 👎,meu cabelo ta tao lindo nessas ferias  certeza que no ifam vai estar feio 👎
@souza_mns @musoverao próximo role ir comprar cigas cntg no mercadinho perto do ifam,@souza_mns @musoverao próximo role ir comprar cigas cntg no mercadinho perto do ifam
Eu no ifam/ eu quando sai do ifam,Eu no ifam/ eu quando sai do ifam
@ddtoliv primeira vez na vida q eu colei foi no ifap  dps disso nunca mais parei,@ddtoliv primeira vez na vida q eu colei foi no ifap  dps disso nunca mais parei
e nem que esse é meu último ano no ifam e eu não vou pro jifam 👍🏻👍🏻👍🏻,e nem que esse é meu último ano no ifam e eu não vou pro jifam 👍🏻👍🏻👍🏻
n vai ter integral no ifac ate dia 19 de agosto.   lado bom: nao vou ter quimica lado ruim: nao vou ter quimica,n vai ter integral no ifac ate dia 19 de agosto.   lado bom: nao vou ter quimica lado ruim: nao vou ter quimica
Eu depois de receber meu primeiro salário do IFAC,Eu depois de receber meu primeiro salário do IFAC
@ervinhadegato De boa debaixo da ponte do IFPA 🗣,@ervinhadegato De boa debaixo da ponte do IFPA 🗣
@VHSBLOND God da física e meu professor no ifam,@VHSBLOND God da física e meu professor no ifam
Lembrei quando estudava no IFAM e tinha muita dificuldade pra aprender desenho técnico até que aprendi.  no ano seguinte a galera de paisagismo me procuravam pra me pagar pra fazer o trabalho final deles.,Lembrei quando estudava no IFAM e tinha muita dificuldade pra aprender desenho técnico até que aprendi.  no ano seguinte a galera de paisagismo me procuravam pra me pagar pra fazer o trabalho final deles.
@Binhothecreator uma querida andando pelos corredores do ifpa,@Binhothecreator uma querida andando pelos corredores do ifpa
A votação para eleição dos novos membros do Conselho Superior do Ifac se inicia nesta segunda-feira.   De acordo com novo cronograma  servidores terão os dias 24 e 25. 07 para participar da votação  enquanto discentes e egressos votam nos dias 01 e 02. 08.  https://t. co/KfGsJzXLnG,A votação para eleição dos novos membros do Conselho Superior do Ifac se inicia nesta segunda-feira.   De acordo com novo cronograma  servidores terão os dias 24 e 25. 07 para participar da votação  enquanto discentes e egressos votam nos dias 01 e 02. 08.  https://t. co/KfGsJzXLnG
A equipe de gestão do IFRR visitará cinco campi da instituição com o intuito verificar de perto demandas e sugestões da comunidade acadêmica e do quadro funcional  https://t. co/qj9nJk7pft,A equipe de gestão do IFRR visitará cinco campi da instituição com o intuito verificar de perto demandas e sugestões da comunidade acadêmica e do quadro funcional  https://t. co/qj9nJk7pft
Uma hora dessa  eu tá assim lá no ifam https://t. co/32X4WT0yiM,Uma hora dessa  eu tá assim lá no ifam https://t. co/32X4WT0yiM
@geovan_n_a7 essa mamata do IFRR é boa né,@geovan_n_a7 essa mamata do IFRR é boa né
Aluna denuncia importunação sexual por parte de professor do Campus Palmas do IFTO https://t. co/7CiScqTUdW,Aluna denuncia importunação sexual por parte de professor do Campus Palmas do IFTO https://t. co/7CiScqTUdW
@m_ariajuliaa eu já desisti  agr é na base dos pontos do ifac  sj e muita fé,@m_ariajuliaa eu já desisti  agr é na base dos pontos do ifac  sj e muita fé
tô precisando sumir por uma semana saudade das faltas do ifam na moral,tô precisando sumir por uma semana saudade das faltas do ifam na moral
Tenho que compartilhar essa informação com vocês  existe uma clínica veterinária no IFAM que o serviço é totalmente de graça  compartilhem pra mais pessoas saberem https://t. co/YyLR0BxE7j,Tenho que compartilhar essa informação com vocês  existe uma clínica veterinária no IFAM que o serviço é totalmente de graça  compartilhem pra mais pessoas saberem https://t. co/YyLR0BxE7j
Comitiva da Suframa visita estrutura de desenvolvimento de pesquisas do IFRR https://t. co/qybBS6udoz,Comitiva da Suframa visita estrutura de desenvolvimento de pesquisas do IFRR https://t. co/qybBS6udoz
se meu grupo do ifam fosse pro cinema junto td mundo só veria barbie  por isso the bests,se meu grupo do ifam fosse pro cinema junto td mundo só veria barbie  por isso the bests
eu usando o telegram pra ver onde o ônibus do ifac ta 😞😞,eu usando o telegram pra ver onde o ônibus do ifac ta 😞😞
"""ain roubaram"" esses guris do ifac juravam mesmo que iam ganhar do povo de rb né kakakkakakakak se acham os bonzoes kkkkkkkkk","""ain roubaram"" esses guris do ifac juravam mesmo que iam ganhar do povo de rb né kakakkakakakak se acham os bonzoes kkkkkkkkk"
djabo q até aq eu encontro gente do ifap 👁👁,djabo q até aq eu encontro gente do ifap 👁👁
Pra ver oq a rotina faz né? Entrei de férias do Ifam e disse que iria me exercitar  fazer uma caminhada ou algo do tipo no tempo livre.  A realidade: aproveitei pra descansar  dormir cedo  etc.,Pra ver oq a rotina faz né? Entrei de férias do Ifam e disse que iria me exercitar  fazer uma caminhada ou algo do tipo no tempo livre.  A realidade: aproveitei pra descansar  dormir cedo  etc.
Essa semana esse capitão-de-fronte-dourada bateu contra a janela da biblioteca do IFAM SGC  colegas e eu fomos ao socorro do ave e logo se recuperou e pegou voo novamente.  https://t. co/dX2RjFSd5w,Essa semana esse capitão-de-fronte-dourada bateu contra a janela da biblioteca do IFAM SGC  colegas e eu fomos ao socorro do ave e logo se recuperou e pegou voo novamente.  https://t. co/dX2RjFSd5w
Galera que reclama do Ifam  agradeçam por não existir uma Fundação Mathias Machline em todas as capitais do Brasil 🙏.,Galera que reclama do Ifam  agradeçam por não existir uma Fundação Mathias Machline em todas as capitais do Brasil 🙏.
sddssss do ensino médio quando eu ganhava auxílio do ifap e vivia no cinema 🥹,sddssss do ensino médio quando eu ganhava auxílio do ifap e vivia no cinema 🥹
Bem provável de tá cheio de jambo lá no ifam,Bem provável de tá cheio de jambo lá no ifam
se eu sou competitiva?  eu só procurei o processo seletivo do ifro de 2020/2021 pra ver a minha colocação  ampla concorrência 8º lugar  entre os 10 primeiros  pra competir com elx que ficou entre os últimos e por cota 🤨 SOU NADA COMPETITIVA,se eu sou competitiva?  eu só procurei o processo seletivo do ifro de 2020/2021 pra ver a minha colocação  ampla concorrência 8º lugar  entre os 10 primeiros  pra competir com elx que ficou entre os últimos e por cota 🤨 SOU NADA COMPETITIVA
to afim de um arraial e sinto que o do ifam está mto demorado,to afim de um arraial e sinto que o do ifam está mto demorado
@malyted eu vou no ifam amanhã só pra ouvir essa,@malyted eu vou no ifam amanhã só pra ouvir essa
tava aqui e parei pra pensar que minhas aulas voltam essa semana n sei nem mais como chega no ifam,tava aqui e parei pra pensar que minhas aulas voltam essa semana n sei nem mais como chega no ifam
oi menino do ifap q me colocou nos cf do insta 👋👋👋,oi menino do ifap q me colocou nos cf do insta 👋👋👋
Não ironicamente meus amigos do ifap kkkkkk,Não ironicamente meus amigos do ifap kkkkkk
Tinha um menino que eu era apaixonado no ifam  quando eu comecei a namorar  ele parou de me seguir no Instagram kkkkkkkkkkkkkkkk,Tinha um menino que eu era apaixonado no ifam  quando eu comecei a namorar  ele parou de me seguir no Instagram kkkkkkkkkkkkkkkk
eu tinha me esquecido de como eu ODEIO a roupa do ifam  me deixa broxante,eu tinha me esquecido de como eu ODEIO a roupa do ifam  me deixa broxante
Eu aparecerei no ifam sem falar com calouros obrigado pela compreensão,Eu aparecerei no ifam sem falar com calouros obrigado pela compreensão
ansiosa pro arraia do ifro https://t. co/sdKUDDEv8b,ansiosa pro arraia do ifro https://t. co/sdKUDDEv8b
vou entrar no ifam do centro nem q seja fazendo meio ambiente,vou entrar no ifam do centro nem q seja fazendo meio ambiente
Nunca fiquei tão feliz com uma notícia do ifam 🥳🥳🥳🥳 https://t. co/cr5WJZFXQv,Nunca fiquei tão feliz com uma notícia do ifam 🥳🥳🥳🥳 https://t. co/cr5WJZFXQv
não acredito q perdi o processo seletivo do ifam  q odio q odio,não acredito q perdi o processo seletivo do ifam  q odio q odio
MEC lançou hoje  oficialmente  o selo em comemoração aos 15 anos de IF’s.  Como ex aluno do curso técnico em Informática e da Licenciatura em Matemática pelo IF Sudeste de MG e  atual docente DE do IFAP  fico emocionado ao ver que a história dos IF’s mudou a minha história 💚❤️.  https://t. co/ORkFOkyIDP,MEC lançou hoje  oficialmente  o selo em comemoração aos 15 anos de IF’s.  Como ex aluno do curso técnico em Informática e da Licenciatura em Matemática pelo IF Sudeste de MG e  atual docente DE do IFAP  fico emocionado ao ver que a história dos IF’s mudou a minha história 💚❤️.  https://t. co/ORkFOkyIDP
@vansodre @UFAM_ mas é vdd professora  fui aluno de lá. . . cai fora . . . . to no IFAM,@vansodre @UFAM_ mas é vdd professora  fui aluno de lá. . . cai fora . . . . to no IFAM
conhecer novas pessoas sempre foi algo que eu gosto mas não sei se agora nesse momento eu to disposto a isso acho que por enquanto só quero ficar com pessoas que eu já interagi de alguma forma e com meu quinteto e amigos próximos do ifac,conhecer novas pessoas sempre foi algo que eu gosto mas não sei se agora nesse momento eu to disposto a isso acho que por enquanto só quero ficar com pessoas que eu já interagi de alguma forma e com meu quinteto e amigos próximos do ifac
10 57 reais pro sobreviver no ifro até a formatura.  Preciso de um emprego ou irei morrer de fome.,10 57 reais pro sobreviver no ifro até a formatura.  Preciso de um emprego ou irei morrer de fome.
@dreamellen @Lualuanasx No ensino médio ela não falava essa quantia de palavrão que sai da boca dela hoje em dia não viu  a gente não deu essa educação pra ela no IFRO não.,@dreamellen @Lualuanasx No ensino médio ela não falava essa quantia de palavrão que sai da boca dela hoje em dia não viu  a gente não deu essa educação pra ela no IFRO não.
esse inferno do ifam me fazendo escolher entre uma ou outra competição  eu te odeio ifam  eu te odeio😭,esse inferno do ifam me fazendo escolher entre uma ou outra competição  eu te odeio ifam  eu te odeio😭
toda vez q eu mando mensagem pra um professor do ifap me sinto humilhada,toda vez q eu mando mensagem pra um professor do ifap me sinto humilhada
eu espero que o lucas cezar não esteja lá no ifam sozinho coitado,eu espero que o lucas cezar não esteja lá no ifam sozinho coitado
esse povo do ifro inventa pelo amor de Deus  vão dormi,esse povo do ifro inventa pelo amor de Deus  vão dormi
eu tava quase chegando no ifam e o tio pensava que eu não ia………,eu tava quase chegando no ifam e o tio pensava que eu não ia………
o 6 é par mais querido do ifpa,o 6 é par mais querido do ifpa
@E_reiis_ @fraseslowqualit Lembrei Qnd a gnt veio andando do ifap  Fdp me dava cada susto,@E_reiis_ @fraseslowqualit Lembrei Qnd a gnt veio andando do ifap  Fdp me dava cada susto
