x,y_predito,sentimento
Amanhã faz uma semana que meu filho se foi. . .  Saudade de quando eu  chegava do ifba extremamente acabado e ele ficava tentando enxugar minha canela pós banho. . .  F Salonpas  te amo!,0,negative
Primeira semana: eu reclamando do ifal  Eu também:  co/PWdtkVuT,0,negative
Tem mais ou menos  ano tbm que sai do ifba e ainda tem uma gaveta cheio dos uniformes  quero me livrar disso,0,negative
    Com base em que vc diz isso? Pq eu tive ambas as experiências e nem se compara minhas aulas do IFCE com as que tive em uma particular.  Até pq o nível dos alunos afeta diretamente na qualidade da aula.,0,negative
depois desse edital de prof sub do IFBA eu PROMETO não desistir dessa especialização 🙏🏾,0,negative
 ILGGKGKKKKeu só tenho a empolgação de estudar quando estou longe dos meus materiais de estudo ou não posso automaticamente ir atrás deles para começar a estudar.  por exemplo  ontem tive pico de energia e queria estudar tudo pra prova do ifal de madrugada  mas não to com as coisas,0,negative
 Mentira  que no ifc ninguém faz vídeo,0,negative
N é por nd mas nosso time de lol vai amassa no ifsc,0,negative
 Merda n vou poder mais entrar no ifsc,0,negative
como melhorar a vivência e experiência no ifpr? muito fácil  é só demitir o miguel.  minha vida teria sido mto melhor se não tivesse esse homem horrível como meu professor por quatro anos e meio.,0,negative
  Você tá comparando ensino superior com ensino médio? Você não consegue nem fazer ciência básica.  Compara o ensino médio militar com o ensino médio de escola  federal  ou técnica.  O Gasto no IFSP é menor e com resultados superiores.,0,negative
pq q o TOMÉ ta no ifsc mn,0,negative
    A todos que responderam  expus um caso em que eu vivi na pele  nao quero lacrar e nem impor algo!   Agora respondendo voce   eu lembro que só faltou fazerem propaganda politica pra dilma nas eleições de   tanto professores quanto os diretores  isso no IFSP,0,negative
 E eu que cancelei minha matrícula no IFSP   Se a fatec der indeferido eu tomei no rabo lindo,0,negative
to muito fudida sem o big no ifsc  pra qm q eu vou pedir conselho quando minha vida estiver de cabeça p baixo? com qm q eu vou desabafar sobre minhas decepções amorosas? com qm q eu vou rachar um cafézinho no meio da tarde??????,0,negative
se eu n passar no ifsc estarei me esfaqueando em praça publica,0,negative
 eu nao passei no ifsul e me lamento ate hoje 💔,0,negative
 descobrir que na minha turma não tinha tantos gays quanto no ifsc foi triste ana. .,0,negative
literalmente eu quando tem strogonoff de carne no ifsc e reclamando quando nao tem torradinha,0,negative
No IFSP  para conseguir pegar o meu diploma era necessário realizar  se nn me engano  h de estágio.  E devido a condição financeira q tinha na época só conseguiria continuar se arrumasse algo para pelo menos conseguir pagar minha passagem para ir pois presencial neh,0,negative
  Devo lembrar que estudei no IFSP de - (gestão Lula) e a gente (alunos) teve que comprar livros Desviaram a verba para comprar os livros. . .  E depois o inepto político que tem a culpa.,0,negative
  vc nn vai ter tempo nwm pra cagar(digo isso pq estudo no ifsp,0,negative
engraçado q todo mundo q estudou no ifsc tem cara de q estudou la kkkkk    o ifsc forma carater,0,negative
eu indo amanhã no IFRO em plena  da manhã,0,negative
saudade chegar no ifes e ouvir paulo reclamando que estava la desde h,0,negative
E fico feliz que não só ela  como os meus pais já falaram do quanto eu mudei! Tudo oq eu passo e aprendo no IFRJ me molda tanto profissionalmente quanto em pessoa mesmo,0,negative
essa foi a melhor festa q eu tive no iff  mas me consumiu p krl em todos os sentidos,0,negative
 Descobri que ano passado passei em Eng mecânica no ifam kkkk e esse ano dnv kkkkk toda vez eu perco a inscrição mané fico puto,0,negative
a sensação de sair com as pernas doendo de tanto dançar no iff não tem igual,0,negative
Olho para trás e vejo minha trajetória nesse curso técnico no ifrj e penso como eu sobrevivi até o penúltimo período com  vários desafios  algumas provas zeradas  trabalhos feito h antes da data de entrega  vários outros fatores e eu simplesmente não sei como eu sobrevivi,0,negative
Ia pegar latim no Ifes esse semestre mas já me fizeram desistir hihihi,0,negative
 Então  depende muito Nem entro nesse mérito  eu falo mais das pessoas e do meio A federal passa uma energia de q td mundo ao redor quer q vc se foda Eu entro no IFF e sinto q o segurança da entrada QUER q eu n consiga entrar  sabe?,0,negative
 levei minha sobrinha no iff  a gente deu uma volta  ela leu um cartaz sobre lgbt e passou a volta I N T E I R A falando mal de gay  que lgbtfobia era mentira  q é tudo frescura e q vai todo mundo pro inferno e um monte de conhecido meu (alguns viados  outros não) passando do lado,0,negative
 Se vocês forem se escrever no Ifpa como segunda opção nem façam isso.  O ifpa é uma instituição seria e não é fácil e nunca vai ser.  Entre no curso que vocês realmente querem e valorizem a instituição.,0,negative
 mulher cansei desse caos sabia? tô concentrada na escola e em passar no ifes,0,negative
 peca a semana inteira no iff e no domingo tá na missa,0,negative
 Ce tá certa gi  mas no ifal da uma carência tão grande que chega fico triste,0,negative
 lá no ifal é bem assim   da manhã e as mina com  kg de pó na cara,0,negative
  vixi kk as federais vao ficar sem estudantes (eu formei no IFG),0,negative
sonhei q passava no IFBA e largava a UFBA p ir p lá. . .  eu não sei não ein. . .,0,negative
" Há anos  um professor meu no IFCE falava disso  que na exportação de minério de ferro não vai só o ferro  e sim muitos outros minerais  inclusive ouro em ""grande quantidade""  pq ""não há como separar"".   É como se a gente exportasse geladeiras  mas com uma tv dentro de cada uma.",0,negative
 centavos por merenda no ifba,0,negative
   genio nada  no ifba pode faltar professor  agua  tudo  agr papel????,0,negative
Nunca fui triste com desfile aqui no ifal 🥳,0,negative
no ifba até agora e já tô esquematizando pra passar outro fds fora.  realmente tenho mts problemas.,0,negative
Tudo mudou.  Descobri que não se pode confiar EM NINGUÉM no ifal.,0,negative
N da véi  tô vivendo minha vida em paz  de boaaaa.  ai a peste da menina vem dizer que eu traí ela com a minha atual… Ô SUA DOENTE  SE VC FOI INSUFICIENTE E FDP  O PROBLEMA N É DOS OUTROS CARALHO,0,negative
 Quem manda não passar no ifba,0,negative
 já corri tanto de coruja qnd estudava no ifba q tenho trauma até hj,0,negative
ficarei  dias sem pisar no ifba  vocês tem noção do que é isso??? sério  será como um retiro espiritual  co/swjkpBAkt,0,negative
Saldo da reunião de hoje: O único objetivo da OBR no IFBA é destruir o SESI,0,negative
 deve ser uma merda pra tu pq eu fzia bosta pra krl no ifal e tu n pode dar um A q teu pai sabe,0,negative
destruí todas as possibilidades de ser respeitada no ifba hoje,0,negative
Mano eu passei pelo inferno durante  anos da minha vida no ifba e estou sentindo sdds de lá 🤡🤡🤡🤡🤡🤡🤡,0,negative
fico pensando como está a divulgação da Barbie no IFAL,0,negative
Apego sentimental pela musiquinha da intro do FH  lembra meu primeiro dia de férias depois de entrar no ifba,0,negative
"juro  não aguento mais q me chamem de ""o menino q mordeu as costas de Victor"" (não é esse nome específico mas é parecido)",0,negative
me arrependo de quase não ter foto com quem formou ano passado no iff  sinto uma falta gigante,0,negative
  Oq aperta não é o tamanho e sim o raio dela  a camisinha GG que é o outro único tamanho só é mais larga  eu ia tentei colocar uma padrão várias vezes e dói pq aperta  não é sobre também é sobre largura,0,negative
   Faz mau e brocha além de incomodar muito pq é desconfortável,0,negative
  Teu braço não é feito de músculo esponjoso que se enche de sangue.  Eu já usei camisinha de posto eu brocho usando ela pq aperta e incomoda não é sobre tamanho de rola é sobre diâmetro.  Pq uma camisinha padrão cabe muito coisa dentro e isso eu sei oq me aperta é o diâmetro dela,0,negative
   Caspita  o seu pé é feito de osso pele músculo fibroso  seu pau tem muito mais nervos e vc tem muito mais tato nele  além de que um pau é feito de um tipo de músculo esponjoso que fica duro com sangue uma camisinha minimamente apertada machuca e dói muito mais que um pé,0,negative
 Eu culpo a criação do sapatênis,0,negative
  Vai você porra olha a porra de pergunta que vc manda pra mim sua coisa inútil.  Onde já se viu pedir foto da rola dos outros que vc nem conhece  pergunta na moral é meu cu,0,negative
  Aqui o seu desgraçado  literalmente exitem paus diferentes do padrão seu bosta  co/OrqiFUQJ,0,negative
    Não eu tô falando de qualquer rola  pq literalmente ninguém tem osso na pica e todo ser vivo que tem rola tem sensibilidade alta pq essa é a função dessa merda de órgão porra.  A gente evolui pra ter prazer a partir de tato e estímulo na genitália,0,negative
  Sim tô nervosa caralho  depois que pessoas vem te xingar pq vc acha que a saúde pública tem que ser mais abrangente e diversa vc geralmente fica puto.  Te fude seu desgraçado,0,negative
    Eu sou esquisita pq tô falando fatos que todo mundo deveria saber de biologia pq isso é saúde básica? Tipo vc tem que saber o mínimo do funcionamento do seu corpo e meu corpo tem uma rola se eu tivesse uma buceta eu ia saber como ela funciona também,0,negative
Ai tenho que ouvir que estudante é tudo vagabundo  De uma pessoa que estudou no IFSC 🫠🤡,0,negative
  Por isso eu tô pontuando que é a minha crítica  não a da menina a da menina é completamente frescura e besteira eu tô pegando uma discussão sem propósito e dando a ela um significado maior que faça sentido e que dá pra tirar algo construtivo só isso mesmo.,0,negative
  Nunca mesmo,0,negative
  Nunca vi o outro tamanho se tem tá muito mal distribuído,0,negative
"essa frase me deixa com o coração acelerado ""posso perguntar uma coisa?""",0,negative
 slk tu ta no nono também? eu devia estar no primeiro médio  mas fiquei sem estudar durante .  se não me engano  a avaliação do ifal por prova foi suspensa por causa da pandemia  então não sei se vai ter pra   mas mesmo assim quero estudar por precaução (nao consigo),0,negative
  Ó fala com a medicina FDP.  Botar camisinha num membro feito de osso é muito diferente do que colocar num músculo que infla de sangue  se eu estivesse tirando sarro eu não tava literalmente comprando uma camisinha mais cara por ego o babaca ,0,negative
 kkkkkkkkkkkk mais roubado que tudo o nosso time que nem gente do ifro tinha,0,negative
  Vai ter eu prendendo ela na parede usando meu escudo mágico corrompido com a minha magia sombria,0,negative
que saudade do iff ( dia de ferias,0,negative
 beijar na chuva é muito clichê,0,negative
 Não comer a carne moída do iff por  semanas vai fazer bem pra todos,0,negative
pois espero q chegue logo dezembro ngm merece essa escola N ENTREM NO IFBA!!!,0,negative
 É a resposta das várias agressões que vocês comenteram contra estudantes de várias universidades  em todo Brasil.  Incluindo você  que foi capacitista com o meu amigo no IFSP.  Vergonha!,0,negative
amanha chegar no ifsul as h da madruga jogar meus trabalhos na portaria e nunca mais voltar,0,negative
problemas de saude tb pq desde que entrei no ifba não vou a fono  fisioterapia e psicologo.  só me autosabotando e me destruindo.  mds,0,negative
essa seleção da china nesse set toma um pau pro time feminino do ifsc ctz,0,negative
Início do recesso=hibernar horrores,0,negative
 deixei tudo no ifba 👍🏼,0,negative
falo que nas férias nao quero nem ouvir falar do ifsc mas passo o dia todo mexendo no sigaa e assistindo video aula,0,negative
algum querido do ifro pode pfv me informar quando acaba as férias? KKKKKKK pq eu to mais perdida q cego em tiroteio,0,negative
vou roubar uma do ifal,0,negative
n sei pq me saboto desse jeito né marquei de ir no iff resolver coisa do TCC segunda-feira h da manhã  co/qEoBzKTw,0,negative
Todo mundo ficando de ferias e o povo do iff com um pau no meuio do cu ne,0,negative
". .  ""I don't do ifs buts maybes I do ABSOLUTES. . . . . ""👌👌👌",0,negative
simplesmente quatro onibus do ifsul saindo de sapucaia  pras  da manha de uma segunda feira,0,negative
cheguei cedo no ifs só pra conseguir revisar  q vida triste,0,negative
que ódio cara  eu preciso do meu jaleco 😩 e ele tá no iff 😭,0,negative
KKKKKKKKKK oxi faltou energia no IFAL foi,0,negative
  A união europeia é ruim mas coitado deles não fala na lata que eles são nazi,0,negative
no ifce não pode fumar cigarro ksksksk por isso que o povo daqui é todo biruta ksksksksksk,0,negative
Oq esses caras já usaram de magia pra enfrentar a sociedade secreta das bruxas é sacanagem,0,negative
Camarada mãe,0,negative
alguém fecha o portão do IFCE plmdds,0,negative
lembrei agora da existência de um casal no Ifam que não entra na minha cabeça que eles namoram  não faz sentido nenhum,0,negative
um péssimo hábito que eu peguei no ifes foi o de matar aula  hoje mesmo  o edson da aids expôs que eu sou uma vagabunda e falto aula demais,0,negative
eu ODEIO ficar doente e faltar no IFAL e no meu trabalho 😭,0,negative
 Você tá indo pro literalmente inferno vai de preto cê não vai estar errade não,0,negative
Quanto será de multa eu vou pagar por ficar  mês a mais do permitido com um livro que peguei na biblioteca do IFES?,0,negative
Não consigo levar a sério quem fala que quer que as aulas do Ifes voltem,0,negative
que curso fudido esse de jogos digitais do IFBA de lf… como o MEC teve coragem de dar nota  pra essa desgraça?????,0,negative
👀 Olha ai alunos do Câmpus Goiânia que perderam o prazo! Mais uma chance para vocês que desejam mudar  transferir ou reingressar em cursos superiores e técnicos no IFG.  As inscrições foram prorrogadas até o dia  julho.   📗 Inscreva-se!  ↪  co/ifGyDhoL  co/nenfAtZUw,0,negative
ainda não me recuperei emocionalmente pra voltar pra aquela bomba do ifsc,0,negative
e a internet daq q pega até tkk  dando um pau na do ifro,0,negative
me preparando pro próximo edital do IFES e vi que vou ter que me desdobrar pra publicar artigo na Bio  na CI não conta nada CANALHAS,0,negative
se Maria Clara me conhecesse na época do IFES ela infartava coitada,0,negative
amistoso contra o time do iff e n sei se vou poder ir vai tomar no cu,0,negative
e se eu me desmatricular do ifba  co/dVUMJAIQE,0,negative
Já acordei com a minha mente fumaçando de tanto pensar no IFRJ pqp,0,negative
estar na cantina do ifsc vazia agr ta sendo uma experiência,0,negative
    Cara calma isso não é piada e eu nem tô ignorando que isso existe eu só tô fazendo piada com o fato de que a Europa basicamente colonizou e exportou o nazifascismo pro mundo é essa a piada eu literalmente não sito o Brasil na minha piada você tá puto com a sua imaginação,0,negative
Acabou o sonho da ufma  vtnc nre do ifma q n liberaram meu diploma,0,negative
giovanna é a vagabunda maiz burra do ifrn todinho,0,negative
quero que minhas aulas no ifrj voltem logo pra eu poder reclamar de não aguentar mais estudar  porém sdd,0,negative
bem na hora que eu vou estar voltando pra cara do arraia do ifal… o jeito vai ser faltar,0,negative
    Sobre a precarização  cara. . .  isso na prática é mentira.  Desde  com a LDB  foi feita a aprovação automática e a educação só piorou Eu estudei no IFSP e a estrutura era extremamente precária  algo muito comum em universidades federais,0,negative
to cogitando muito em sair do ifsc  namoral,0,negative
vou desistir do ifsul e é isso,0,negative
queria tanto sair do ifrj mas minha mãe não deixa 😔,0,negative
 Ai amg  é um rolê muito complexo  eu adoro teatro  só não gosto de nenhuma pessoa que faz o curso de teatro no iff  e entra aquela coisa de a gente acabar não separando as pessoas do curso  porque todo mundo de lá é podre,0,negative
Tem gente me chamando de louco por trocar enfermagem na upe por ads no ifpe kkkkkk,0,negative
venho por meio desta me retratar com a nutricionista do iff obrigada por tanto pão com ovo 🙏🏻,0,negative
o período de rematrícula do IFES abriu hoje e meu Deus como é bom não precisar me preocupar mais com isso,0,negative
) comprando tbm até eu   ) pergunta pra qualquer estudante do ifpa oq aconteceu na eleição de chapa deste ano,0,negative
       Eu tenho um amigo que é concursado do IFMA  ganha mais de  mil  o cargo não é nem ensino superior.  A gente se encontrou na rua e ele disse que estava vindo do trabalho  passou o dia jogando videogame no trabalho! A função que ele faz se fosse no privado  não dava nem  salários.,0,negative
sio como q pode o dia q eu venho no shopping TEM UMA EXCURSÃO DO IFMA sio que isso,0,negative
o café com leite do ifrn mais sem açúcar e ruim de todos que ja tomei na minha vida um atentado servir isso de lanche  co/cPKjFovy,0,negative
Alunos de férias e campos diminui a quantidade de ônibus circulando  só que o aluno do iff continua estudando e fica mais de h no ponto,0,negative
Como uma prova do IFES é mais difícil que uma prova de concurso público a nível médio?,0,negative
 Simples  Chapa da ujs tava perdendo no ifpa e simplesmente fraudaram a eleições  oq quer q eu diga mais exatamente? Sem contar a Estácio tbm né,0,negative
quando eu lembro que essa nega estuda no ifs chega me dá vontade de morre,0,negative
Decisão judicial nega pedido do MPF de perda do cargo público de gestores do campus do IFC  co/RcIRzDeQY #wagneradvogados #servidorespublicos #servidoresfederais #MST #institutosfederais #IFC #impobridadeadministrativa #ampladefesa #democracia  co/tUOOLv,0,negative
 Graças ao Presidente Lula que criou a projeto de expansão do IFES  levando essa importante política pública educacional para o povo de Venda Nova do Imigrante.  Para de goar com política de esquerda!,0,negative
KKKKKK gente só hoje eu quase caí de frente do ifal   na semana passada quase caí na biblioteca. 💋💋😍,0,negative
logo começa o último semestre no ifsc to com várias cartelas de antidepressivo só esperando pode vim💪😎🤟,0,negative
acaba logo férias  pq pelo menos no ifrj eu so me preocupo com prova  seminário  lab  e não na minha vida incrivelmente insuportável,0,negative
 Você perdeu um ferro de passar no iff??????,0,negative
velho hj roubaram meu suquinho que deixei na geladeira junto com minha marmita no IFB e eu tenho certeza que foi alguém do ensino médio,0,negative
Pelo visto vou voltar para a merda do ifsc mesmo,0,negative
eu me odeio tanto,0,negative
medo de entrar do IFBA e me arrepender🤡,0,negative
Meu maior arrependimento foi não ter terminado meu técnico no ifam  eu só tinha que estudar e ainda reclamava,0,negative
próxima eleição vou votar no primeiro candidato que quiser acabar com as federais e que tenha em plano tacar uma bomba no iff guarus,0,negative
 Reprovar no ifpi é uma desgraça  ow instituição do meu ódio,0,negative
  Eu fiquei com medo de falar com ela bota fé no ° dia dela no ifba,0,negative
eu jurava q eu não ia me apegar e gostar de ninguém do ifes  e agora eu tô aqui chorando pq to morrendo de saudade dos meus amigos de lá,0,negative
Caralho eu só trabalho e durmo.  E eu to feliz demais pau no cu do ifrj,0,negative
  vou me jogar lá de cima do iff só por isso,0,negative
 mds vc ta a cara de uma psicopedagoga trabalhadora do ifpb,0,negative
Eu perdi o tesão no IFF,0,negative
meu cabelo tá tão hidratadinho tão lindo mas vai ser só eu pisar no ifac que o bixo vai ficar todo espetado,0,negative
Era inicio de tarde  eu e meus amigos saimos do iff  entramos no micro onibus do sao fracisco lotado  de uniforme e mochila direto pro cinema ver Ultimato  foi um dia do caralho e eu daria tudo pra voltar  o mesmo filme  com as mesmas pessoas  nao mudaria nadinha,0,negative
 faz a prova do ifsp  se muda pra cá  entra no time de alguma coisa e partiu viajar as custas do governo federal,0,negative
adiantar as coisa pq amanha chego la no ifal com trocentos pdf pra eles imprimirem,0,negative
eu não consigo seguir uma rotina  tenho mt problema com isso  de vdd eu n sei oq vai virar o bglh do ifsp  eu tenho certeza q vai chegar uma hr q eu n vou querer mais ir e meus pais vão ficar bolados cmg e vão me xingar de tudo quanto é coisa  me sinto uma incompetente por isso.,0,negative
sonhei q eu fazia quimica no ifsc e q a daiane era minha professora  essa mulher e a materia dela me perseguem ate nos sonhos,0,negative
 Eu fui vítima da desinformação que os professores do ifba espalharam 😭,0,negative
fui entregar curriculo aqui no rita e a mina q me atendeu faz curso no ifsc tmb  dai ficamo falando mal de varios professores muito foda,0,negative
Nossa gente eu amo química e a minha turma do iff  mas tô achando que vou ter que trocar tanto de curso quanto de universidade quanto de cidade. . . .  Olha. . . .  Que vontade de chorar,0,negative
 vei  o pior que o regulamento do ifpi diz que  se eu ficar só em uma matéria  eu não fico de progressão parcial  ENT PQ EU FIQUEI AAAAAAAAAAAAAAA ODEIO MATEMÁTICA,0,negative
Aí a pessoa vai fuçar na insta do IFBA pra ver se acha o carinha pra ver se ela ainda tá namorando e só dá de cara com Everton em todo canto veyyyyy  q ódio kkkkk  Sempre querendo aparecer esse meu amigo   co/eLxRgDqTg,0,negative
Quarto episódio do IFC no canal! Dá uma olhada lá! Destaque para a atual situação do Santa. . .  🙄 co/UDbiaumP,0,negative
algum estudante do ifsul quer vir aqui na minha casa arrumar meu chuveiro antes que meu pai morrra eletrocutado?,0,negative
chorar no banheiro do iff virou um ritual para alívio quando fico triste  tensa ou nervosa,0,negative
Essa psicóloga do ifro só aparece em palestra e em jogo  como pode,0,negative
ficar de férias do iff também,0,negative
esse pessoal do ifac parece que não tem noção do quão longe ele é,0,negative
Morreu de q?  Perguntaram pra um estudante de engenharia no ifba quanto tempo falta pra formar,0,negative
se eu n passar do ifsc eu acho q vou me matar pq meu pai vai se decepcionar pra caralho 👍,0,negative
nao deixem normalizar a prisao das gostosas portadoras de maconha se nao minhas besties do iff tao ferradas!,0,negative
tenho medo doq pode acontecer nesse arraial do ifam,0,negative
 Ultimamente tô com muita preguiça de ler livros e de estudar.   Se eu passar na primeira fase do IFRN vai ser puro chute  e se eu passar na segunda fase vai ser pura lábia na redação,0,negative
Meu único desejo é que meus três anos no iff passem mais rápido que um milésimo de segundo.,0,negative
essa bibliotecária do ifsul tá cometendo atentado contra minha vida primeiro coloca  graus no ar condicionado e agora coloca dez,0,negative
Minha mãe tá rindo do meu horário do ifes,0,negative
oq é a prova da oab perto dos  anos extras que vc precisa cursar no tecnológo em design do iff pq o curso acabou no meio de uma pandemia e agora só Deus na causa pra tu conseguir terminar as disciplinas restantes,0,negative
Vou morrer antes de receber o diploma do IFBA,0,negative
 é pq a gnt não tá no ifto,0,negative
Mlk tem um cara ouvindo linkin park no IFBA  e ta MUITO ALTO VTNCCCCCCC KKKKKKKKKKKKKKKKKKKKK,0,negative
gente  com todo respeito msm  oq porra estão fazendo com as camisas do ifal???? uma mais feia q a outra,0,negative
Estou por um fio de sair do ifg,0,negative
 Tô fazendo numa federal  no IFRN.  Queria saber se é possível trabalhar com inteligência artificial usando esse tecnólogo como base  porquê infelizmente o tecnólogo não é tão valorizado como o bacharel. . .  :(,0,negative
sou a favor da queda do ifsc palhoca,0,negative
sério mano no último semestre do ifsc colocam minha soulmate isa na turma B vão se foderem,0,negative
como q tanka meus amigos de alegre  do ifes piuma e os amigos do meu ex interagindo entre si  to ficando DOIDA,0,negative
 E quando tu pega com aqueles empolgadinhos do ifam pqp,0,negative
eu reclamando q n tenho um dia de paz pq toda vez eu tenho q estudar pra atvdd ou prova sendo q eu deixo tudo pra cima da hr e fico conversando a tarde toda no ifs,0,negative
pessoas normais: apenas uma estacao feia perigosa e fedida  alunos do ifsp campus sp: 😭😭🤧 saudades qtas historias e momentos 😭😭😢🙏🍂🍃🍃  co/mJnfpxOh,0,negative
 que aquele professor perceba que faz parte da quinta idade e saia do iff ano q vem🙌🏻,0,negative
vai tomsr no cu setor de estagios do ifsp VAI TOMAR NO CU,0,negative
Eu odeio &gt;todos&lt; os gays do ifrj,0,negative
Nmrl  tá bom q eu reclamo do iff  mas eu tô cm sdd,0,negative
surreal que o campus do ifal batalha vai ficar pronto primeiro que o de santana ☠️,0,negative
e eu nem tinha me ligado vei q era camisa do ifal  achei q era modelo de exemplo pq eles so smp bem feios,0,negative
ficar o dia todo amanhã no iff  pra que isso meu brother???? estudo não leva a lugar nenhum,0,negative
ah e peguei uma farda la do ifal mas serio a PP parece uma G em mim.  ENORME,0,negative
mds do céu me ajuda tenho reunião com gente do ifba amanhã  tô sem carregador (tava usando o da minha irmã e ela tomou pra usar) e meu celular está em %,0,negative
 Lembro que no segundo ano do ensino médio tinha aula de direito por ser grade curricular do meu curso no ifap   aí a professora de direito foi tirar uma dessas kkkkkk irmão nunca vi tanto entretenimento na minha vida  teve gente que ficou sem se falar,0,negative
Passei duas vidas olhando um negócio do Ifac  passei  dias sem olhar  já saiu o que eu queria e eu perdi o prazo  pá bosta 🙄,0,negative
 te desafio a ficar um dia sem falar do ifma,0,negative
