x,y_predito,sentimento
Literalmente nunca viu o banheiro do ifes  já teve: caranguejo  belo pau  tu entrava e tinha maluco analisando o shape  recado no espelho p animar  tinha até gente p ajudar a usar o mictório 😳  co/MhALwOON,1,neutral
Não negocie com as vozes,1,neutral
 Vou te mandar um pacotinho com as pimentinhas do ifes isso sim,1,neutral
 Eu no ponto do iff esperando ônibus  me param e perguntam: oie qual seu pronome? Achei q isso só existia no twitter,1,neutral
Eu fazendo minha inscrição no vestibular do IFPA como quem n quer nada  co/qEMXfxylyK,1,neutral
só lembro da época do ifam com os vinagrinhos KKKKKKKKKKKKKKKK,1,neutral
  do iff né?,1,neutral
Dia da festinha do IFES terei que ser formal  o merda ☠️☠️,1,neutral
isso era o que a gente mais fazia no futzinho na quadra do ifpa campus bragança,1,neutral
Então eu fui assunto na festa do ifes? 😼,1,neutral
 MORRIKKKKKKKK ja achei que era fofoca do ifes😫😫,1,neutral
Ônibus do iff voltando numa segunda feira comum,1,neutral
Acordei sonhando que era o homem aranha  estudante do ifpe é a anitta tava gravando um clipe semi-nua,1,neutral
Vamos votar nas propostas que garantem melhorias para a Rede Federal? Assista ao convite da reitora do Ifac  Rosana Cavalcante dos Santos e vote nas propostas.   co/SiOpuktDWN,1,neutral
 mas pagar matéria é tão sla,1,neutral
se aquele viado de davi não trazer minha camisa do IF eu vou caçar ele não importa onde seja,1,neutral
espero q daqui p outubro meu cabelo esteja grande p fazer o mullet e usar as roupa do ace p halloween,1,neutral
Turma dos  amigos simples das almas gêmeas do IFPB - Instituto Federal da Paraíba  antigo Cefet-PB  do ano letivo de  que por causa da greve dos professores acabou em maio de .   Redes Sociais:   co/xAMKcjxUgY,1,neutral
 Amiga eu não sei  só sei q não deixaram o time B jogar porque não era  do IFMA,1,neutral
vou fazer o preparatório do ifpi 😍😍😍  co/jZsASUxOA,1,neutral
  co/eEGWQtlf,1,neutral
 Só lembro do ifma  não sei pq,1,neutral
vou nem marcar quem é assim :  co/texnZJjIz,1,neutral
 ihhhh  não sei se comento,1,neutral
se duvidar até o reitor do ifma brota no ayshaparty,1,neutral
 Perto do parque de eventos  do IFCE,1,neutral
✔️ O Centro de Seleção do IFG publicou ontem   de julho  o resultado preliminar da seleção dos cursos técnicos subsequentes /.  Os candidatos podem consultar o resultado no link ➡️  co/ErCcuwj  co/NgNDMNib,1,neutral
"❗ÚLTIMOS DIAS❗Tá encerrando o prazo para quem deseja se inscrever no curso de extensão ""Inteligência emocional aplicada planejamento de carreira""  ofertado pelo Câmpus Goiânia do IFG.  O curso é online e  gratuito.  Inscrições  até  de julho.    co/nFBUDVsaH",1,neutral
eu com a camisa do hardtech  o símbolo do IFBA na camisa e uma galera do rio vindo falar comigo  co/ErdVhcyUe,1,neutral
  Eu com o povo do ifba eh assim,1,neutral
✍🏽Candidatos selecionados para o curso técnico em Cozinha do IFG devem se matricular até  de julho:  co/eyPwnSIN  co/lvikfqW,1,neutral
 Amiga tô fazendo uma pesquisa sobre a análise das condições do conforto ambiental da biblioteca do ifal,1,neutral
quando olho p luz fica um ponto azul na lente  meti meus conhecimentos de fisica basica pra entender oq tava acontecendo na lente  dps fui pesquisar sobre e era exatamente oq eu achava  mto obrigado monitores de fisica do ifal em ,1,neutral
  Não queria perguntar  eu queria fazer sozinho  eu já fiz o do ifal.,1,neutral
  Ele foi entregar o ru do ifce em março ou foi maio,1,neutral
 mds na época do ifba que nós saia logo cedo pra pegar a fila era uns  reais,1,neutral
Fala isso pq não conhece o banheiro masculino do ifba,1,neutral
 conhece o coro do ifal?  co/HDnVBaPuH,1,neutral
Na vdd a gente meio que se conheceu por conta das olimpíadas anos atrás.  Era o que nós conectava  só depois na monitoria do iFAL que eu encontrei outras coisas que me faziam ter vínculo com esse mundo.  Mas agora que acabou real esse vínculo fico pensativo  co/jpoKVrGVAc,1,neutral
 Mds preciso estudar pra prova do ifal,1,neutral
  KAKAKAKAKAK resumindo não vai ter um estudante no ifc,1,neutral
 meus amigos que estudaram no iftm (so tenho duas) nao usam drogas ilícitas mas nao sao do bem tbm nao,1,neutral
  Eu estudo no IFPR e apoio a decisão,1,neutral
Na minha época não sobrava um aluno no IFSC,1,neutral
Você já ouviu falar que temos um polo de inovação aqui no IFSC? Ou que temos uma Unidade Embrapii? Não faz ideia do que estamos falando ou achava que era tudo a mesma coisa? Pois o post do Blog do IFSC desta semana chegou para esclarecer tudo isso -&gt;  co/QHILbIiH  co/IkPQKyCA,1,neutral
Vamos dormir no IFSUL de Pelotas que resenha que vai ser kkkkkk,1,neutral
quinta feira : estou no IFSC aguardando a reuniao das h fazendo slide igual maluka sendo q poderia estar com bob gato titi gato tomando tampico e vendo o meiras pensando como raphael veiga poderia me notar no instagram,1,neutral
  Não vou mesmo  só vou estudar no ifc ano que vem,1,neutral
e eu passei na federal x.   em   no ifsp pra fazer geografia  mas foi na terceira chamada ja  e qnd me chamaram eu ja tinha me matriculado na unisantanna  que era  anos de curso saindo com licenciatura e bacharelado.   no ifsp eram  anos só licenciatura  ai eu nao quis.,1,neutral
👀 Você já ouviu falar que temos um polo de inovação aqui no IFSC? Ou que temos uma Unidade Embrapii?    Não faz ideia do que estamos falando ou achava que era tudo a mesma coisa? Então confira a matéria no Blog do IFSC 😉  Saiba mais:   co/fhJdDclUW  co/NFjxnUeOK,1,neutral
“tu estuda no ifsc e tem sanidade ainda?” “quase nada”  “imaginei”,1,neutral
Detalhe: fazia FATEC no horario da manhã e IFSP a noite.  Saia as hrs de casa e só chegava depois das hrs.  Ficava o dia inteiro nessas instituições.  E ai consegui o estágio no IFSP   reais de bolsa pra cuidar de almox  ajudar outros estudantes e preparar meterial de aula+,1,neutral
td segunda qndo eu acordo e lembro q estudo no ifsul,1,neutral
juju do pix no ifsc  co/mJZFMusBd,1,neutral
Inscrições abertas para Processo Seletivo / no IFPR Campus Colombo - Siga    co/ieOCyAFHSv #Cidades #Colombo,1,neutral
Liga não.  Esse aí não passou nem no ifam e nem na ufam e só reproduz o q os gados falam muuuu,1,neutral
Como conheci meus (ex)namorados .  Éramos vizinhos desde os anos() .  No IFPA() .  No Facebook () .  No Cafe com arte() .  No Tinder() .  No Tinder(),1,neutral
  KSJSJWJDHQB eu estudo no iff  n no uff,1,neutral
 Falando nisso  até hoje eu não peguei meu diploma do ensino médio lá no Ifro khkhkhlkhkk,1,neutral
 vai ter q fazer flexão lá no iff pra eu ver,1,neutral
Eu ainda não fiz minha matrícula no ifam :) e se eu não fizer?,1,neutral
 vc estuda no iff uma hora vc vai descobrir umas coisas,1,neutral
 Tô no ifes de colatina,1,neutral
 fui algumas semanas antes de entrar no ifro  ele falou que entrar lá iria me ajudar  maior esquema de pirâmide pra psicólogo,1,neutral
vendo galera de particular postando que tirou  no tcc  porra eu nunca vi um  em tcc no ifes todo  o último  foi numa prova e a turma toda aplaudiu o maluco  colocou até a música da champions quando ele foi lá na frente pegar a prova,1,neutral
Esse frio me lembra os rolê no iff  pessoas num único lugar. .,1,neutral
apenas hrs e meia de volei 🤤  - “há quanto tempo cê treina com o alvanei?”  - “aa po  nem treino com ele  só jogo la no ifro msm” kkakakakskks,1,neutral
Eu nunca trabalhei/estagiei em uma escola cívico-militar.  Meus estágios sempre foram em escola pública estadual comum e no IFPA (PIBIC e Residência Pedagógica).  Alguém que estudou em escola cívico-militar pode dizer o que os militares fazem lá e a diferença da escola padrão?,1,neutral
iris bem eu pegando vaga no ifrj pra no final ir me matricular no cp,1,neutral
hmm tem festinha junina no ifrj,1,neutral
off topic mas tem um mlk no iff que é a cara do holland,1,neutral
Dia   eu volto no IFES e dia  eu paro na UFES.  Eu tô isso aqui o 🤏  aiai,1,neutral
 TEm uma placa dessa no IFES e não é meme.,1,neutral
⌕ :Search 🔍 #studytwt     ⋆ Nella/ Lily   ⋆   ela/dela;  ⋆ foco: melhorar as notas na escola   idiomas 🇪🇸🇬🇧 e passar no IFF  ⋆ livros  música  história  formula    ↺/♡ =,1,neutral
I do.  Bye.,1,neutral
Nós passamos juntos pra Física no IFPI  mas pedimos dispensa no mesmo dia pra entrar na Eng.  Cartográfica e de Agrimensura.  Planejamos todo o curso juntos  mas o intercâmbio fez eu ir por outro caminho e ele seguiu o plano de formatura.  Nos concursos nunca fomos concorrentes +,1,neutral
     qnd eu era do grêmio tirei o G da sigla  foram tempos de paz no ifma,1,neutral
meu prato de almoço no ifpi,1,neutral
"No ifs  no buts. ""   co/oPvGNIMMy",1,neutral
Out!   No IFs no BUTs.   co/pBZgGHn,1,neutral
co/PWWhkhqnir,1,neutral
e a feirinha do mst que agr  tem no ifal simplesmente  CONTO O CAFE E   CONTO A TAPIOCA eu nao piso naquela  cantina nunca maIS,1,neutral
🆙 As inscrições estarão abertas entre os dias  e  de julho e devem ser realizadas na página Estude no IFG  no campo Pós-Graduação.,1,neutral
 Eu fiz  semestres de sistemas de informação no ifba(mas detestei) aí tranquei  eu só trabalhei e fiz o Enem e entrei na UFBA em ,1,neutral
Entrarão no ifba  tocarão rock na praça vermelha  tocarão Evanescence na praça vermelha,1,neutral
 mentira q eu nunca usei essas coisas enquanto estudava no ifal,1,neutral
descobri que um dos meus profs favoritos foi professor do meu pai no ifba de conquista 🥺🥺🥺🥺,1,neutral
Amanhã vou acordar de : pegar o ônibus de : pra chegar no ifal de : saí de lá às : pegar o ônibus de /:  pra chegar em casa lá pras :  co/AewYcZt,1,neutral
Quem aí lembra do querido Nicolas? Ele é ex-aluno do VR e guarda como melhor lembrança da instituição o período compreendido entre  e .  Nicolas também estudou no IFBA  UNEB e hoje é Bombeiro Militar.   co/ZlNuGAnp,1,neutral
 eu n serei nada pois só existo no ifba,1,neutral
Eu nesses últimos dias no IFBA,1,neutral
vivo em uma constante dúvida se devo tentar entrar no ifal final desse ano ou ir p qlqr outro colégio,1,neutral
a melhor parte de ontem foi eu dizendo q tinha ido no ifal passear  que minhas duas lapa de Tupperware era o meu almoço do ru e farofa e a minha mini querida acreditando,1,neutral
 Concurso do IFRN  bebê.  Edital a qualquer momento. .  banca: FUNCERN,1,neutral
os familiares de Victor veio aqui em casa ☠️☠️☠️☠️,1,neutral
Parece a comida do ifba,1,neutral
 nosso treino mais o  no ifes nunca saiu né,1,neutral
  Aham cê tem razão meu amigo a gente só produz um tamanho único de camisinha sim.  Pergunta pra um urologista sobre tamanho de camisinha seu porra  co/PWjElIth,1,neutral
    Tá bom então a gente tem osso na rola  também não sente prazer na genitália e pau é igual pra todo mundo.  Sexo não tem uma função recreativa até em chimpanzé e o músculo do pau é um músculo fibrado tal qual seu pé e cheio de ossinhos além de não ter tato,1,neutral
 já tamo na véspera vei  não dá mais pra negar a existência do ifba,1,neutral
co/MZerSRECLi,1,neutral
  Existe ?,1,neutral
 Se me derem eu vou na recepção ano que vem assim,1,neutral
tava tendo guerra de balao na minha casa ai ele tava tipi numa varandinha do meu quarto com uma amiga minha ai eu tava con a roupa do iff tinham varias pessoas q eu conheço ai eu fui trocar ee roupa e ele tava la,1,neutral
eu  james potter  lily evans  minha garrafa de conforto  meu caderninho do IFAL e revisões  co/AWnskMVQfA,1,neutral
 O foda é q até fora do IFBA a gente pegou o costume de almoçar cedosjskskdkkskskdoekskskskkaksoaka  Acabei de bater uma feijoada pvt,1,neutral
 Aula prática do iff,1,neutral
. no IFS ANDS OR BUTS.,1,neutral
KKKKKKKKK entra ano sai ano e esse marmanjo ta sempre com uma ex bixete diferente do ifsp,1,neutral
 Toda e qualquer documentação sobre prática profissional está disponível no próprio site do ifal,1,neutral
meu cs de  no ifsc assim :,1,neutral
eu andando no ifba sou assim,1,neutral
deus pq todo mundo dessa cidade se conhece  um povo que eu estudei na  serie fala com gente que estudei no ifba e gente que sigo aqui no twitter,1,neutral
 Vai me ensinar umas mágicas legais pro meu arco de corrupção pra eu virar vilã?,1,neutral
  Eu nunca vi essas duas outras só vi a padrão em qualquer lugar que eu vou.  Eu nem sabia que que tinha outros tamanhos.  Obrigada vou tentar achar,1,neutral
 A Maitê é a protagonista,1,neutral
 Os meus são todos e preto mas quando eu era fraca era roxo,1,neutral
  tô errada ?,1,neutral
 Eu posso bater no MBL também fafo ?,1,neutral
Eu já percebi que eu sou bem diferente nos meus núcleos de amizades  o da facul é diferente do IFES e do meu bairro,1,neutral
 tem no site do ifal amg  o orientador não precisa nem estar tão disposto assim a orientar direito  ele só tem q assinar os documentos e os relatórios,1,neutral
Uma pergunta pra vcs que estudam no IFSC e moram longe.  Se vcs tivessem a oportunidade de morar mais perto do ifsc  mas pra isso teria que morar na casa de algum família  como por exemplo um tio.  E vcs também teriam que dividir quarto  ficar longe de casa  da mãe.  Vc iriam?,1,neutral
  Sai dae Igão esse tipo de falta é igual as faltas que o juiz da interclasse no ifes marcava favorecendo os ° anos de agropec,1,neutral
  Eu fico com o gato como meu familiar ou não?,1,neutral
  Como todo gato,1,neutral
o suco do ifes st essa expressão,1,neutral
professor joao bem que podia ser o diretor do ifma   co/DOIaBdQkq,1,neutral
não saio mais de casa  quando resolvo sair com algum amg começa a chover,1,neutral
começo no ifsc semana q vem e não sei se fico feliz ou se choro,1,neutral
preferia ter ido morar no  Rio e Estudar no ifrj  co/NDgrjQvHM,1,neutral
 ir no iff ver os amigos 🤩🤩,1,neutral
 lora chegando motorizada no ifs seria deverás zueiro,1,neutral
essa aki nunca estudou no ifba,1,neutral
 O Proerd inteiro é gringo,1,neutral
vdd  meus amigos do fundamental e meus amigos do ifes são  universos completamente diferentes,1,neutral
 É o povo do ifpe fazendo manifestação cultural  tem até a grade verde do campus atrás ai,1,neutral
"O campus do IFBA/Feira está no bairro Aviário que é subdividido em Aviário I  II  III  IV e Conjunto  Paulo Souto  mais conhecido como ""Cidade de Deus"".",1,neutral
 KLKKKKKKKKKKKKKKKKJ tem uma comunidade de pombos formada no ifro já,1,neutral
nossa senhora… conheci esse menino no cursinho  se n me engano ele estudou no ifrr tbm,1,neutral
Lembrando aqui quando eu fazia os trabalhos do IFBA com   e a gente fica ouvindo Edson Gomes    co/AYMFfqJA,1,neutral
 amiga  dia  de agosto é o arraial do ifam  quer conhecer uma irmã minha ?,1,neutral
 a gente precisa sair caçando sao paulino no ifac e fazer amizade com os mais legais,1,neutral
todo mundo indo dormir ate tarde e eu amanha cedo tenho que ta no ifma  ata viu 😭😭,1,neutral
Após anos de análise descobri meu episódio preferido de apenas um show,1,neutral
  sétima temporada,1,neutral
 É sobre música,1,neutral
Posse da Diretoria e Colegiado da  Yalodê Instituto Afroacademia que aconteceu no dia /  ás h  no Miniauditório da DIAC- Campus Central do IFRN.  #yalodeafroacademia    #mulherespretasnaacademia #mulherespretas #yalode  co/hyFqvpjeF,1,neutral
Eu fazendo isso no meu aniversário e toda vez só dar gente do ifal numa casa só,1,neutral
co/DjsAWCucj  via NaMo App  co/SexKcOBNO,1,neutral
 tu foi? Dei uma passada lá hoje com o pessoal finado do iff  podia ter esbarrado contigo af,1,neutral
no ifs  no buts.   co/KVdgNBd,1,neutral
 Tirou a lavagem de dinheiro deixando apenas a lavagem de dinheiro,1,neutral
Isso é metal o resto é poser,1,neutral
   O aluno do colégio Militar custa quase dobro de um aluno federal (IF ou colégio de aplicação) e como a maioria dos alunos federais são oriundos do IFs e de colégios de aplicação o custo benefício e muito maior.  Rendimento semelhante ou melhor pela metade do valor empregado(con. ),1,neutral
 pior que nem é na faculdade ainda  comecei um curso no ifes tbm,1,neutral
. !  co/sJTrMgoF,1,neutral
 uma que estuda no ifma 🙊,1,neutral
Dinheiro do Batman=&gt; compro oq eu quero e financio oq eu quero Poder do miranha=&gt; não tenho vilões mas posso beijar de ponta cabeça,1,neutral
Professor e equipe do IFPR apoiam comunidades no interior do Paraná   co/zYUCBBxs,1,neutral
   É uma piada  calma meu senhor eu sou comunista não sou nazista não.  Eu só tô fazendo piada,1,neutral
  vc tem uma escolha,1,neutral
O PROFNIT® é um programa de pós-graduação stricto sensu em Rede Nacional.  No Espírito Santo  são oferecidas  vagas através do Ifes - Campus Colatina.  Venha fazer parte da nossa Rede! Saiba mais:  co/LYjlcUUY #profnit  #profnitbrasil #ifes  #mestrado em #colatina  co/YeDHCeAf,1,neutral
RESULTADO FINAL ✅ Também já está disponível o resultado final da seleção para o mestrado profissional em Tecnologia  Gestão e Sustentabilidade  ofertado no Câmpus Goiânia do IFG.  As matrículas serão realizadas entre os dias  e  de agosto.  👉🏾   co/iLfzVLijy ,1,neutral
Com esse horário vou ter que tá solicitando alojamento no IFRO em kdjdjdjkdksksjs  co/hzIZnbvt,1,neutral
 O Proerd é importado dos estados unidos.  Não só o leão o Proerd inteiro é estadunidense,1,neutral
🛤 Integrantes do IFSC participaram neste mês da reunião do Convale (Conselho de Turismo da região Vale dos Encantos)  que foi criado em  para promover e valorizar o turismo na região do Vale do Itapocu.  O Instituto Federal participa regularmente da reuniões do Convale.   co/geUMYdvHhz,1,neutral
 vai morar no ifsc,1,neutral
 Porto Nacional/TO.  Ainda no IFTO.  E querendo ser IPEA .,1,neutral
 co/JfCWefuxM  co/aKCNLMIQp,1,neutral
 quem é vc deixa eu te achae no ifal,1,neutral
chegando no ifba mês q vem com  relatórios médicos,1,neutral
Quase  pessoas participam da Corrida e Caminhada do IFRR no Conjunto Cidadão  co/oSHNCVDZcQ,1,neutral
Quase  pessoas participam da Corrida e Caminhada do IFRR no Conjunto Cidadão  co/yKqcFSsSK,1,neutral
"bingo adolescente já fez as coisas abaixo?  - sim - sim - sim - sim - sim - não  - não  - não  - nao  - sim - sim - sim  - sim  - sim - sim   "". "" que mando",1,neutral
O TRT-RN recebeu visita dos alunos de engenharia de produção do IFRN na manhã desta segunda-feira ().  Além da visita técnica  os alunos participaram de uma palestra sobre ações de sustentabilidade  ministrada pela servidora Yoanna Guerra.   Leia:  co/ENWiBtJT,1,neutral
véi qual o sentido  o menino  namora ambos são do ifba e ele curte meu store com roupa de academia??,1,neutral
pessoal do ifal ou maceió msm  eu preciso da ajuda d vcs  eu tô cm uma ideia e eu preciso reunir pessoas numa faixa etária entre -  que tenham contato com o anarquismo ou tenha curiosidade sobre  se souberem de algm avisem  e se não  compartilhem esse tweet q vai ajudar muito,1,neutral
eu.  não.  vou.  entrar.  no.  ifsul.,1,neutral
Seja professora ou professor substituto na área de Agronomia no Ifes - Campus Ibatiba!  Confira todos os requisitos e inscreva-se até /:  co/BKcOyf  co/EypnAFseN,1,neutral
 Hmmm. . .  interessante.  E eu tenho quase certeza que já vi vc fazendo isso mesmo  no IFES era frequente.,1,neutral
co/WReT,1,neutral
Quando eu era estudante de graduação  ainda não havia iniciado nenhum tipo de tratamento psicológico ou psiquiátrico.  Eu sabia que eu precisava de ajuda  mas não sabia que tipo de ajuda.   No  tem uma psicóloga.  Um dia eu cheguei nela e falei que precisava de ajuda +,1,neutral
ela falou que não poderia me ajudar com nenhum tipo de apoio psicológico  mas poderia ver se consegue um encaminhamento.   Não entendi e perguntei o que faz então um psicólogo no  e ela disse que poderia contribuir pro campus  que poderia auxiliar no +,1,neutral
vsf matrícula online do ifc,1,neutral
co/TOWZjAFzpo,1,neutral
